YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,TE4,1523,1620
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,BP9,805,933
2025-02,WEEKDAY,16,TRAIN,SW4,2400,4260
2025-02,WEEKDAY,22,TRAIN,SW3,386,2255
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,DT29,3719,1211
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,TE15,912,657
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,DT3,318,1571
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,EW23,7087,6464
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,EW6,3784,6459
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,NE15,40,668
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,DT13,6036,7487
2025-02,WEEKDAY,15,TRAIN,TE15,8092,10379
2025-02,WEEKDAY,9,TRAIN,TE8,11688,10188
2025-02,WEEKDAY,15,TRAIN,CE1/DT16,34593,29947
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,DT34,2056,1705
2025-02,WEEKDAY,7,TRAIN,EW25,49310,16552
2025-02,WEEKDAY,12,TRAIN,SW3,2389,1802
2025-02,WEEKDAY,10,TRAIN,EW18,15818,12365
2025-02,WEEKDAY,14,TRAIN,CC2,4681,6222
2025-02,WEEKDAY,19,TRAIN,TE4,6908,8841
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,TE6,3979,5865
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,CC11,2491,6878
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,NS18,6266,6397
2025-02,WEEKDAY,20,TRAIN,DT33,8514,30927
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,DT21,19,0
2025-02,WEEKDAY,17,TRAIN,NS10,64290,66573
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,NS8,8125,4644
2025-02,WEEKDAY,21,TRAIN,TE25,978,2709
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,CC25,286,43
2025-02,WEEKDAY,12,TRAIN,NS13,40531,37084
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,NS25/EW13,1266,8589
2025-02,WEEKDAY,5,TRAIN,EW21/CC22,2128,1336
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS27/CE2/TE20,360,304
2025-02,WEEKDAY,21,TRAIN,EW5,19582,39745
2025-02,WEEKDAY,0,TRAIN,EW17,42,840
2025-02,WEEKDAY,17,TRAIN,BP11,3549,6182
2025-02,WEEKDAY,5,TRAIN,NS13,25617,4021
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2/TE20,525,1235
2025-02,WEEKDAY,17,TRAIN,NE16/STC,52879,87855
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,EW15,9565,10274
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,SE3,737,65
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,26770,27827
2025-02,WEEKDAY,15,TRAIN,BP13,928,1270
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,NS5,11419,3791
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,TE29,412,1103
2025-02,WEEKDAY,11,TRAIN,BP6/DT1,30673,22133
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,NS17/CC15,5668,8388
2025-02,WEEKDAY,18,TRAIN,NS13,68557,185948
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,DT2,1177,479
2025-02,WEEKDAY,11,TRAIN,NE11,11442,10482
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,CC2,4794,2227
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,PE3,2394,3284
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,EW15,8047,4400
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,CC16,363,1076
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,DT8,5,97
2025-02,WEEKDAY,12,TRAIN,CC28,3689,2806
2025-02,WEEKDAY,6,TRAIN,NS20,6081,34087
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,DT23,1141,1261
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT10,1376,1258
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,DT17,2365,2118
2025-02,WEEKDAY,16,TRAIN,CC27,10265,1879
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,CC26,1811,2901
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,EW24/NS1,34399,33098
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT13,6102,3850
2025-02,WEEKDAY,10,TRAIN,EW5,31516,19777
2025-02,WEEKDAY,13,TRAIN,EW3,16864,15995
2025-02,WEEKDAY,10,TRAIN,TE27,6056,2739
2025-02,WEEKDAY,11,TRAIN,BP11,3073,1585
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,CC27,303,75
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,NE1/CC29,27586,4503
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,EW11,8008,9484
2025-02,WEEKDAY,5,TRAIN,EW19,3345,464
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,CC4/DT15,11293,11953
2025-02,WEEKDAY,6,TRAIN,TE1,10730,2937
2025-02,WEEKDAY,16,TRAIN,NS15,39420,15168
2025-02,WEEKDAY,21,TRAIN,DT3,2802,10168
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,CC27,918,820
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,DT29,2596,3445
2025-02,WEEKDAY,7,TRAIN,BP7,4518,2877
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,DT29,3845,1138
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,TE22,393,1953
2025-02,WEEKDAY,22,TRAIN,CC5,3959,2854
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,NS5,13825,9896
2025-02,WEEKDAY,19,TRAIN,NS27/CE2/TE20,19185,4580
2025-02,WEEKDAY,23,TRAIN,NE9,3512,9855
2025-02,WEEKDAY,15,TRAIN,NE5,11547,11641
2025-02,WEEKDAY,23,TRAIN,TE4,1330,1654
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,NE12/CC13,19327,21174
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,CC28,2013,874
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,NS10,8318,17035
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS15,948,2258
2025-02,WEEKDAY,22,TRAIN,DT5,5956,15187
2025-02,WEEKDAY,10,TRAIN,NS21/DT11,45360,46901
2025-02,WEEKDAY,21,TRAIN,NS23,61813,14536
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,BP3,2616,1111
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,CC14,2584,3110
2025-02,WEEKDAY,12,TRAIN,TE15,7712,11128
2025-02,WEEKDAY,22,TRAIN,EW14/NS26,40097,5912
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,CC24,536,679
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,CC10/DT26,7361,6949
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,DT10,2023,1520
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,NE12/CC13,28037,28476
2025-02,WEEKDAY,9,TRAIN,DT30,19536,3421
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,CC7,2553,3171
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,SW4,1540,526
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,CC6,22,8
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,CC4/DT15,11864,4882
2025-02,WEEKDAY,6,TRAIN,PE4,3258,412
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,EW28,13570,6417
2025-02,WEEKDAY,8,TRAIN,CC5,3679,15960
2025-02,WEEKDAY,21,TRAIN,DT24,2610,7064
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,DT27,3229,2401
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,TE14/NS22,31326,50778
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,NS2,2070,331
2025-02,WEEKDAY,18,TRAIN,NS28,2982,1686
2025-02,WEEKDAY,5,TRAIN,DT10,102,72
2025-02,WEEKDAY,23,TRAIN,CC23,1519,568
2025-02,WEEKDAY,12,TRAIN,EW3,17948,14440
2025-02,WEEKDAY,21,TRAIN,SW1,3594,1947
2025-02,WEEKDAY,16,TRAIN,EW32,8086,1902
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,TE12,2303,1136
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,EW33,880,1650
2025-02,WEEKDAY,23,TRAIN,DT25,663,2931
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,TE27,1671,2830
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,PW3,735,145
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,NE16/STC,23267,21600
2025-02,WEEKDAY,12,TRAIN,SW4,3171,2193
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,CC2,2487,3157
2025-02,WEEKDAY,20,TRAIN,NS19,27263,43653
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,TE27,895,177
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NS23,3724,13644
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,DT30,3487,3702
2025-02,WEEKDAY,9,TRAIN,CC26,3790,14423
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,TE12,1828,1394
2025-02,WEEKDAY,15,TRAIN,EW10,7173,9304
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,BP12,668,1150
2025-02,WEEKDAY,20,TRAIN,BP3,2008,7673
2025-02,WEEKDAY,17,TRAIN,PE1,3896,5730
2025-02,WEEKDAY,14,TRAIN,TE3,13159,8325
2025-02,WEEKDAY,12,TRAIN,TE23,2120,1795
2025-02,WEEKDAY,22,TRAIN,TE29,627,2954
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,BP10,1684,1292
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,BP5,1055,938
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,NS11,18822,8402
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,PW6,944,264
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,TE22,1675,3685
2025-02,WEEKDAY,22,TRAIN,TE14/NS22,64372,13298
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,DT27,3066,2936
2025-02,WEEKDAY,0,TRAIN,EW26,42,3865
2025-02,WEEKDAY,19,TRAIN,NS19,44325,64409
2025-02,WEEKDAY,11,TRAIN,BP7,909,814
2025-02,WEEKDAY,8,TRAIN,TE18,3394,24134
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,PW4,934,1403
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,NS8,8049,8045
2025-02,WEEKDAY,6,TRAIN,NS18,18289,7793
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NS5,14315,6605
2025-02,WEEKDAY,14,TRAIN,DT25,3259,3275
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,DT10,660,1004
2025-02,WEEKDAY,7,TRAIN,NE14,95309,39362
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NS19,16757,12712
2025-02,WEEKDAY,18,TRAIN,CC14,18943,17719
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NS25/EW13,6583,46202
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,TE15,4155,3938
2025-02,WEEKDAY,8,TRAIN,NS19,83919,70299
2025-02,WEEKDAY,0,TRAIN,NS17/CC15,522,1750
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,TE12,5,35
2025-02,WEEKDAY,22,TRAIN,EW11,11933,14470
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,NS11,15948,17921
2025-02,WEEKDAY,19,TRAIN,EW3,16918,44770
2025-02,WEEKDAY,7,TRAIN,DT23,5470,8590
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,DT7,1929,1358
2025-02,WEEKDAY,12,TRAIN,TE29,2610,1844
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,BP9,1132,1017
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,CC23,1019,817
2025-02,WEEKDAY,12,TRAIN,BP9,2609,2326
2025-02,WEEKDAY,22,TRAIN,PW5,654,3716
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,TE29,1474,432
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,DT17,728,2277
2025-02,WEEKDAY,23,TRAIN,EW27,4722,22931
2025-02,WEEKDAY,17,TRAIN,CC21,15511,19426
2025-02,WEEKDAY,18,TRAIN,EW23,112360,134081
2025-02,WEEKDAY,17,TRAIN,PW2,41,30
2025-02,WEEKDAY,20,TRAIN,SW5,5549,10882
2025-02,WEEKDAY,9,TRAIN,TE29,7051,1314
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,CC4/DT15,3040,10427
2025-02,WEEKDAY,17,TRAIN,TE29,3178,6357
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,CC16,1616,2429
2025-02,WEEKDAY,7,TRAIN,TE22,261,2407
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,EW16/NE3/TE17,8715,7106
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,TE1,1273,947
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,DT25,97,16
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,TE13,1782,1827
2025-02,WEEKDAY,11,TRAIN,CC28,3647,1997
2025-02,WEEKDAY,23,TRAIN,SE1,424,2844
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,PW2,45,33
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,EW4,834,4141
2025-02,WEEKDAY,11,TRAIN,DT28,8577,4036
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,TE29,1430,1651
2025-02,WEEKDAY,18,TRAIN,TE5,11273,16372
2025-02,WEEKDAY,23,TRAIN,CC20,418,1663
2025-02,WEEKDAY,22,TRAIN,DT29,2014,10008
2025-02,WEEKDAY,5,TRAIN,TE7,812,364
2025-02,WEEKDAY,17,TRAIN,EW29,92571,10433
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,NE5,6250,6618
2025-02,WEEKDAY,12,TRAIN,TE13,5176,4229
2025-02,WEEKDAY,11,TRAIN,TE12,6265,5483
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,EW16/NE3/TE17,8913,5877
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,EW17,5682,3393
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,CC19/DT9,37,118
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,DT17,2073,966
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,PW1,1347,1578
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,DT5,7751,7049
2025-02,WEEKDAY,5,TRAIN,DT27,767,192
2025-02,WEEKDAY,22,TRAIN,EW29,4322,3844
2025-02,WEEKDAY,18,TRAIN,TE15,18959,23993
2025-02,WEEKDAY,13,TRAIN,BP10,3320,3399
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NS20,17884,19052
2025-02,WEEKDAY,17,TRAIN,NS23,56299,47106
2025-02,WEEKDAY,23,TRAIN,TE11,866,1973
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,NE10,69,139
2025-02,WEEKDAY,9,TRAIN,BP7,1511,744
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,CC28,676,1934
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,CC25,463,966
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,DT33,6634,7548
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,NS12,8930,5523
2025-02,WEEKDAY,18,TRAIN,EW19,37192,50723
2025-02,WEEKDAY,5,TRAIN,PW6,650,12
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NS15,5527,4559
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,CC7,3183,2351
2025-02,WEEKDAY,19,TRAIN,CC27,24153,2677
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,TE11,1332,1613
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,BP2,1588,503
2025-02,WEEKDAY,6,TRAIN,DT3,9281,2069
2025-02,WEEKDAY,5,TRAIN,NE16/STC,10515,2512
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,PE1,691,1859
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,EW28,13477,5383
2025-02,WEEKDAY,21,TRAIN,DT27,5364,8941
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,NS3,3611,8878
2025-02,WEEKDAY,8,TRAIN,DT27,19435,34859
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,PW2,23,42
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,NS4/BP1,9060,4649
2025-02,WEEKDAY,9,TRAIN,NS21/DT11,73981,81872
2025-02,WEEKDAY,14,TRAIN,NS18,14690,12110
2025-02,WEEKDAY,0,TRAIN,NS20,199,363
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,TE12,7,18
2025-02,WEEKDAY,11,TRAIN,DT18,12394,16965
2025-02,WEEKDAY,15,TRAIN,EW7,10302,15218
2025-02,WEEKDAY,6,TRAIN,SE4,6506,800
2025-02,WEEKDAY,21,TRAIN,SW7,632,3458
2025-02,WEEKDAY,10,TRAIN,TE24,3133,1306
2025-02,WEEKDAY,21,TRAIN,EW3,10411,22412
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,10862,7878
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,NE15,10442,9592
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,TE15,3827,4822
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,TE7,18,188
2025-02,WEEKDAY,19,TRAIN,TE18,19025,11722
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,PW5,333,2077
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,DT33,7840,2810
2025-02,WEEKDAY,11,TRAIN,TE19,9213,11076
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,TE19,1545,1673
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,EW31,1056,468
2025-02,WEEKDAY,17,TRAIN,TE18,20395,10920
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT3,2003,3881
2025-02,WEEKDAY,17,TRAIN,PE2,6221,8398
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,EW2/DT32,26417,25476
2025-02,WEEKDAY,14,TRAIN,EW2/DT32,48789,51193
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,DT24,1378,518
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,BP7,0,2
2025-02,WEEKDAY,20,TRAIN,EW3,11658,25663
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS3,1034,4195
2025-02,WEEKDAY,13,TRAIN,CC6,7964,8038
2025-02,WEEKDAY,22,TRAIN,PW7,1121,2734
2025-02,WEEKDAY,12,TRAIN,CG1/DT35,11939,12194
2025-02,WEEKDAY,20,TRAIN,EW27,41500,71985
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,CC12,304,892
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,NS10,15995,6950
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,BP11,2012,1091
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,PW3,671,641
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT20,3563,3095
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,EW14/NS26,2955,10689
2025-02,WEEKDAY,20,TRAIN,EW18,13500,20395
2025-02,WEEKDAY,5,TRAIN,PE6,2079,291
2025-02,WEEKDAY,17,TRAIN,CG1/DT35,45311,9452
2025-02,WEEKDAY,21,TRAIN,EW22,9216,6761
2025-02,WEEKDAY,15,TRAIN,NS5,21221,26642
2025-02,WEEKDAY,6,TRAIN,SW8,3623,2765
2025-02,WEEKDAY,23,TRAIN,NE7/DT12,6523,6185
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,CC19/DT9,40,85
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NS24/NE6/CC1,7569,17539
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NE8,9435,15756
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,TE28,21,1
2025-02,WEEKDAY,21,TRAIN,BP5,1209,1795
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,NE18,1639,2046
2025-02,WEEKDAY,21,TRAIN,BP13,491,1105
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,CC14,3277,2477
2025-02,WEEKDAY,7,TRAIN,BP13,4649,1369
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NS10,19995,8625
2025-02,WEEKDAY,9,TRAIN,NE14,57345,15020
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,NS10,9973,16920
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,DT10,26,13
2025-02,WEEKDAY,10,TRAIN,TE5,4450,1750
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,TE18,5468,3875
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,CG1/DT35,9,237
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,DT22,3726,6157
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,BP10,1660,1011
2025-02,WEEKDAY,20,TRAIN,TE4,4308,4904
2025-02,WEEKDAY,5,TRAIN,PE2,2264,202
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,CC7,1822,1532
2025-02,WEEKDAY,10,TRAIN,CC17/TE9,4953,3649
2025-02,WEEKDAY,0,TRAIN,DT3,23,887
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,EW26,12848,17564
2025-02,WEEKDAY,18,TRAIN,PW6,1557,3934
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,DT30,2686,1296
2025-02,WEEKDAY,18,TRAIN,EW20,39138,29793
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,PE3,2504,2761
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,DT33,7541,6555
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,BP2,1031,1309
2025-02,WEEKDAY,12,TRAIN,NS19,38783,32511
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,BP2,847,148
2025-02,WEEKDAY,12,TRAIN,EW33,2841,1512
2025-02,WEEKDAY,16,TRAIN,CC8,10376,9008
2025-02,WEEKDAY,17,TRAIN,CC8,14472,12470
2025-02,WEEKDAY,6,TRAIN,CG1/DT35,1469,10783
2025-02,WEEKDAY,18,TRAIN,EW4,40441,35860
2025-02,WEEKDAY,20,TRAIN,NE17/PTC,34193,58660
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NE1/CC29,29027,26622
2025-02,WEEKDAY,23,TRAIN,CC3,4626,683
2025-02,WEEKDAY,0,TRAIN,SW1,56,97
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,NS25/EW13,191,142
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,EW2/DT32,21707,26471
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,NE13,560,118
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,6171,4890
2025-02,WEEKDAY,13,TRAIN,DT30,6680,5541
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,BP12,1015,857
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,CC25,3041,2029
2025-02,WEEKDAY,14,TRAIN,BP5,2088,2323
2025-02,WEEKDAY,13,TRAIN,EW17,25757,22934
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,BP7,510,440
2025-02,WEEKDAY,18,TRAIN,PE1,4024,9058
2025-02,WEEKDAY,9,TRAIN,SW8,2740,1339
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NS9/TE2,23516,22824
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,CC28,172,904
2025-02,WEEKDAY,12,TRAIN,EW10,8575,7060
2025-02,WEEKDAY,15,TRAIN,DT34,4436,3909
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,NS3,10681,7487
2025-02,WEEKDAY,23,TRAIN,TE27,526,2997
2025-02,WEEKDAY,8,TRAIN,NS20,32496,151454
2025-02,WEEKDAY,19,TRAIN,CG2,27129,24075
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT6,1767,2562
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS12,1173,4359
2025-02,WEEKDAY,11,TRAIN,SW1,3423,3907
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,CC11,2426,5816
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,EW14/NS26,10274,2560
2025-02,WEEKDAY,13,TRAIN,SE3,4306,3052
2025-02,WEEKDAY,21,TRAIN,NS4/BP1,22685,43386
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS14,4102,9257
2025-02,WEEKDAY,17,TRAIN,TE23,2597,4820
2025-02,WEEKDAY,23,TRAIN,TE24,279,908
2025-02,WEEKDAY,7,TRAIN,TE5,17774,10206
2025-02,WEEKDAY,13,TRAIN,CC3,6894,6713
2025-02,WEEKDAY,13,TRAIN,NS4/BP1,30652,31637
2025-02,WEEKDAY,12,TRAIN,TE14/NS22,51206,96488
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,EW24/NS1,25965,38829
2025-02,WEEKDAY,5,TRAIN,TE27,810,4
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,EW2/DT32,27261,31291
2025-02,WEEKDAY,5,TRAIN,EW25,8007,388
2025-02,WEEKDAY,10,TRAIN,CG1/DT35,3809,23861
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,NS23,15898,3891
2025-02,WEEKDAY,17,TRAIN,CC24,103055,15607
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,DT31,2748,1436
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,BP13,569,500
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,EW1,6685,13364
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,SW5,3163,1482
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,DT17,2128,2577
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NE5,6080,5789
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,SE5,271,1133
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,PW2,10,12
2025-02,WEEKDAY,16,TRAIN,CC10/DT26,17099,14346
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,CE1/DT16,4398,7956
2025-02,WEEKDAY,21,TRAIN,NS27/CE2/TE20,4906,2544
2025-02,WEEKDAY,13,TRAIN,TE29,2279,3128
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,NS17/CC15,13498,9916
2025-02,WEEKDAY,12,TRAIN,TE11,3272,2628
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,EW5,13970,16591
2025-02,WEEKDAY,13,TRAIN,SW3,4371,2745
2025-02,WEEKDAY,8,TRAIN,TE14/NS22,24284,128764
2025-02,WEEKDAY,17,TRAIN,TE13,9808,5036
2025-02,WEEKDAY,6,TRAIN,NS13,87155,23354
2025-02,WEEKDAY,0,TRAIN,NE15,85,1947
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,SW8,86,471
2025-02,WEEKDAY,21,TRAIN,EW27,33757,54001
2025-02,WEEKDAY,19,TRAIN,BP12,1521,6655
2025-02,WEEKDAY,16,TRAIN,PE6,8381,9046
2025-02,WEEKDAY,14,TRAIN,CE1/DT16,27102,37695
