YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-02,WEEKDAY,11,TRAIN,NS13,39271,29430
2025-02,WEEKDAY,20,TRAIN,CC26,5601,3916
2025-02,WEEKDAY,12,TRAIN,TE1,7335,5760
2025-02,WEEKDAY,15,TRAIN,EW20,12241,10333
2025-02,WEEKDAY,10,TRAIN,DT20,5987,7784
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,TE3,4924,3903
2025-02,WEEKDAY,7,TRAIN,PE1,12085,5317
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,TE22,1542,3428
2025-02,WEEKDAY,22,TRAIN,PE1,598,4359
2025-02,WEEKDAY,0,TRAIN,NS10,786,7675
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,SW2,3070,2849
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,PE6,3839,3446
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,SW7,214,1058
2025-02,WEEKDAY,18,TRAIN,NE9,59964,50579
2025-02,WEEKDAY,9,TRAIN,CC3,2220,19721
2025-02,WEEKDAY,8,TRAIN,NE7/DT12,25049,61153
2025-02,WEEKDAY,15,TRAIN,CC6,6564,8746
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,BP12,474,998
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,DT30,2871,2991
2025-02,WEEKDAY,21,TRAIN,DT29,2694,10998
2025-02,WEEKDAY,21,TRAIN,TE11,2392,3868
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,BP10,884,1550
2025-02,WEEKDAY,17,TRAIN,TE1,23416,3816
2025-02,WEEKDAY,15,TRAIN,PW5,2475,2970
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,EW30,1260,537
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS16,3212,11227
2025-02,WEEKDAY,0,TRAIN,DT24,61,483
2025-02,WEEKDAY,8,TRAIN,NS8,53446,17809
2025-02,WEEKDAY,16,TRAIN,CC11,23791,9650
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,CC20,1089,1466
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,SE5,1810,1155
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,EW14/NS26,11223,9837
2025-02,WEEKDAY,22,TRAIN,PE6,1917,4512
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,TE28,4,192
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,SE5,1255,1263
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,PE6,3397,3367
2025-02,WEEKDAY,5,TRAIN,NS11,20134,3212
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NE7/DT12,14160,24383
2025-02,WEEKDAY,9,TRAIN,EW8/CC9,33562,78393
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,PE6,1394,2118
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,BP10,1244,585
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NE11,870,1682
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,DT20,620,2370
2025-02,WEEKDAY,13,TRAIN,TE28,4295,4854
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,EW14/NS26,9308,11338
2025-02,WEEKDAY,6,TRAIN,CC10/DT26,18574,7766
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,TE15,4782,4567
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,BP9,979,872
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,CC23,1921,1359
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,BP8,720,637
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,EW14/NS26,11383,10331
2025-02,WEEKDAY,21,TRAIN,PE7,1036,5072
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,DT30,4672,1535
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NS10,19601,9653
2025-02,WEEKDAY,8,TRAIN,BP9,4797,2673
2025-02,WEEKDAY,9,TRAIN,EW9,28165,21575
2025-02,WEEKDAY,11,TRAIN,CC23,11595,14005
2025-02,WEEKDAY,22,TRAIN,EW17,11858,24181
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,SE1,457,1855
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,PW2,8,23
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,EW28,8432,12703
2025-02,WEEKDAY,0,TRAIN,EW11,150,682
2025-02,WEEKDAY,15,TRAIN,BP10,2193,3870
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,TE8,4479,4601
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,SE1,1946,1827
2025-02,WEEKDAY,7,TRAIN,NS8,77037,30372
2025-02,WEEKDAY,16,TRAIN,NS3,15398,23369
2025-02,WEEKDAY,0,TRAIN,EW5,198,2641
2025-02,WEEKDAY,12,TRAIN,TE25,2630,2392
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,CG1/DT35,1806,4420
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,SE2,3658,1556
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,BP6/DT1,19140,13285
2025-02,WEEKDAY,20,TRAIN,SW2,4175,5713
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,TE24,1787,777
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,PW3,654,251
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,BP4,726,417
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,NS20,5367,3085
2025-02,WEEKDAY,16,TRAIN,BP9,1775,2945
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,CC19/DT9,5203,3898
2025-02,WEEKDAY,15,TRAIN,SW5,6953,8460
2025-02,WEEKDAY,0,TRAIN,PE7,18,521
2025-02,WEEKDAY,18,TRAIN,SW5,8867,20181
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,NS27/CE2/TE20,2046,2879
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,SW5,54,480
2025-02,WEEKDAY,9,TRAIN,PW7,3459,2183
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,DT20,1999,3253
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,EW20,2953,4673
2025-02,WEEKDAY,19,TRAIN,DT7,5774,8319
2025-02,WEEKDAY,8,TRAIN,PW1,792,2386
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,TE11,862,1430
2025-02,WEEKDAY,20,TRAIN,SE3,1064,6019
2025-02,WEEKDAY,22,TRAIN,CE1/DT16,62892,16435
2025-02,WEEKDAY,15,TRAIN,TE13,4827,4703
2025-02,WEEKDAY,7,TRAIN,CC10/DT26,31793,26390
2025-02,WEEKDAY,16,TRAIN,BP11,2782,4179
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NE11,7019,6674
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,EW23,3235,7550
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,EW17,1692,5107
2025-02,WEEKDAY,0,TRAIN,EW12/DT14,820,988
2025-02,WEEKDAY,15,TRAIN,CG1/DT35,13965,7996
2025-02,WEEKDAY,16,TRAIN,PE2,6154,6830
2025-02,WEEKDAY,10,TRAIN,DT17,4998,30923
2025-02,WEEKDAY,19,TRAIN,EW25,9735,28738
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,NE15,9715,11725
2025-02,WEEKDAY,6,TRAIN,PW2,37,8
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,EW10,33,245
2025-02,WEEKDAY,19,TRAIN,TE19,36271,4353
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,PW5,2546,715
2025-02,WEEKDAY,22,TRAIN,BP10,660,3198
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,TE23,1201,773
2025-02,WEEKDAY,21,TRAIN,TE8,12093,8006
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,CC28,500,1730
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,NS20,14501,12314
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,CC21,4029,5426
2025-02,WEEKDAY,9,TRAIN,CG2,15501,26001
2025-02,WEEKDAY,14,TRAIN,CC5,3925,4102
2025-02,WEEKDAY,5,TRAIN,TE3,4001,510
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,EW12/DT14,19234,39785
2025-02,WEEKDAY,22,TRAIN,PW2,9,8
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,TE19,1688,1471
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NS8,10178,5175
2025-02,WEEKDAY,7,TRAIN,TE27,15373,13826
2025-02,WEEKDAY,14,TRAIN,TE8,8140,9151
2025-02,WEEKDAY,12,TRAIN,BP11,3266,2104
2025-02,WEEKDAY,8,TRAIN,CC23,5079,90067
2025-02,WEEKDAY,14,TRAIN,NS15,19696,14575
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NS5,13893,6398
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,SW7,1461,761
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,EW3,2385,1279
2025-02,WEEKDAY,0,TRAIN,DT17,195,102
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,TE12,397,189
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,CC5,25,25
2025-02,WEEKDAY,13,TRAIN,CC2,5149,8873
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,NE4/DT19,15933,8219
2025-02,WEEKDAY,20,TRAIN,NE14,17216,49637
2025-02,WEEKDAY,19,TRAIN,NE18,7731,11305
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,DT29,3680,1213
2025-02,WEEKDAY,19,TRAIN,EW26,25781,77110
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,BP13,344,536
2025-02,WEEKDAY,9,TRAIN,PE1,5572,1375
2025-02,WEEKDAY,9,TRAIN,CC10/DT26,21073,32646
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,DT22,5220,6014
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,EW2/DT32,26566,31929
2025-02,WEEKDAY,10,TRAIN,NS12,17008,6720
2025-02,WEEKDAY,21,TRAIN,EW12/DT14,92480,28695
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,NS2,12417,14613
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,CC19/DT9,1388,994
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,TE6,2141,5557
2025-02,WEEKDAY,17,TRAIN,EW18,37868,29567
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,EW32,2270,3766
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,NE4/DT19,32213,27512
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,NS18,92,675
2025-02,WEEKDAY,12,TRAIN,TE5,3842,2412
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,EW24/NS1,37661,32462
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,EW33,2058,1002
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,SW1,1091,873
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT24,1552,1966
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,NS24/NE6/CC1,24384,17881
2025-02,WEEKDAY,19,TRAIN,NS21/DT11,82461,86691
2025-02,WEEKDAY,5,TRAIN,SW1,280,132
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,BP13,64,280
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,PW1,81,20
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,TE14/NS22,36416,50154
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,NE15,3204,1079
2025-02,WEEKDAY,11,TRAIN,TE6,9986,4166
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,BP9,628,974
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,DT22,2927,2862
2025-02,WEEKDAY,12,TRAIN,EW17,22112,23973
2025-02,WEEKDAY,8,TRAIN,NE14,108970,22030
2025-02,WEEKDAY,8,TRAIN,TE1,8262,42430
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,TE13,2227,1932
2025-02,WEEKDAY,7,TRAIN,SE5,8909,11902
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,TE18,4303,1994
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,EW1,12107,11864
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,NE11,7718,7339
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,DT2,1559,350
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,TE11,797,998
2025-02,WEEKDAY,0,TRAIN,PW6,6,186
2025-02,WEEKDAY,0,TRAIN,TE23,47,135
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,TE24,1709,616
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,BP2,1259,1039
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,BP13,727,553
2025-02,WEEKDAY,9,TRAIN,DT33,37936,6488
2025-02,WEEKDAY,9,TRAIN,SE1,6821,1970
2025-02,WEEKDAY,22,TRAIN,SW8,609,2045
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,SW8,851,990
2025-02,WEEKDAY,12,TRAIN,SE4,3874,2911
2025-02,WEEKDAY,23,TRAIN,EW6,1287,6844
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,DT8,2217,1235
2025-02,WEEKDAY,0,TRAIN,TE28,13,391
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,EW3,7255,8458
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,EW31,0,144
2025-02,WEEKDAY,18,TRAIN,EW15,217583,55460
2025-02,WEEKDAY,6,TRAIN,CC5,2872,1728
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NS10,20001,9469
2025-02,WEEKDAY,17,TRAIN,NS14,41908,59369
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,DT5,3029,6237
2025-02,WEEKDAY,19,TRAIN,DT20,11173,13391
2025-02,WEEKDAY,15,TRAIN,NS24/NE6/CC1,36584,31502
2025-02,WEEKDAY,0,TRAIN,PW4,88,551
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,EW8/CC9,29848,20280
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,CE1/DT16,17884,27119
2025-02,WEEKDAY,17,TRAIN,CC19/DT9,12936,10387
2025-02,WEEKDAY,10,TRAIN,EW19,17284,7539
2025-02,WEEKDAY,20,TRAIN,PW3,458,2241
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,SE1,749,2076
2025-02,WEEKDAY,20,TRAIN,DT28,7513,14446
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,EW8/CC9,4382,2894
2025-02,WEEKDAY,15,TRAIN,NS3,15590,18908
2025-02,WEEKDAY,22,TRAIN,TE4,3012,3092
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,NS13,21092,28482
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,CC4/DT15,95,89
2025-02,WEEKDAY,8,TRAIN,NS21/DT11,111526,129398
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,PE5,2265,2410
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,NS12,9025,3717
2025-02,WEEKDAY,13,TRAIN,BP13,1354,1443
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,CC26,920,1108
2025-02,WEEKDAY,10,TRAIN,NS5,26261,11817
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,EW3,8236,7428
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,TE29,250,142
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,BP7,196,477
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,PW3,685,366
2025-02,WEEKDAY,17,TRAIN,CC4/DT15,51395,21333
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,PW7,1337,1587
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,CE1/DT16,44099,16932
2025-02,WEEKDAY,6,TRAIN,NE11,11263,8958
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT8,1002,1879
2025-02,WEEKDAY,14,TRAIN,DT8,12168,5681
2025-02,WEEKDAY,18,TRAIN,DT27,38901,20939
2025-02,WEEKDAY,10,TRAIN,NE13,23292,15534
2025-02,WEEKDAY,5,TRAIN,CC26,364,179
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NS13,21101,17719
2025-02,WEEKDAY,15,TRAIN,NE8,28096,27939
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,PW1,1333,1694
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,CC10/DT26,1029,3179
2025-02,WEEKDAY,8,TRAIN,CC4/DT15,4053,76098
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,NS9/TE2,22109,29777
2025-02,WEEKDAY,6,TRAIN,SE5,4408,2594
2025-02,WEEKDAY,22,TRAIN,NS12,5015,18317
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,DT28,2175,5974
2025-02,WEEKDAY,11,TRAIN,SE2,5637,2847
2025-02,WEEKDAY,11,TRAIN,CC10/DT26,15401,10236
2025-02,WEEKDAY,6,TRAIN,PE5,13937,1584
2025-02,WEEKDAY,7,TRAIN,CC3,786,6844
2025-02,WEEKDAY,13,TRAIN,EW5,28509,25959
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,EW5,13591,14910
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,TE28,1356,1844
2025-02,WEEKDAY,18,TRAIN,CC20,12108,14943
2025-02,WEEKDAY,21,TRAIN,EW20,7011,13114
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,DT6,419,455
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,CC7,2299,1965
2025-02,WEEKDAY,19,TRAIN,TE5,6032,13137
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NE16/STC,19180,9622
2025-02,WEEKDAY,16,TRAIN,CC19/DT9,8800,7967
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,DT27,142,24
2025-02,WEEKDAY,12,TRAIN,NS27/CE2/TE20,5978,5006
2025-02,WEEKDAY,12,TRAIN,DT7,3346,3187
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,CC2,23,4
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,DT21,1162,1094
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,TE15,3255,4421
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,EW17,10512,8031
2025-02,WEEKDAY,18,TRAIN,DT33,26826,63286
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,TE8,6381,5005
2025-02,WEEKDAY,17,TRAIN,CC5,12214,4979
2025-02,WEEKDAY,22,TRAIN,PE5,772,5539
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,DT25,2088,1136
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NS17/CC15,16754,5010
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,DT3,201,6
2025-02,WEEKDAY,6,TRAIN,DT29,15042,2449
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,TE29,1694,643
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,CE1/DT16,6275,19481
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,BP5,1071,967
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,NE9,58,347
2025-02,WEEKDAY,8,TRAIN,TE19,2165,87243
2025-02,WEEKDAY,16,TRAIN,SE3,2385,3873
2025-02,WEEKDAY,8,TRAIN,DT25,12544,11886
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,CC14,3162,1546
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,PE2,526,2752
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,TE7,2656,2050
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,EW32,53,1335
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,CC21,4804,5846
2025-02,WEEKDAY,21,TRAIN,SE1,1219,6233
2025-02,WEEKDAY,11,TRAIN,CC17/TE9,5198,3570
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,CC11,5891,5591
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,NE14,6095,1788
2025-02,WEEKDAY,10,TRAIN,EW10,11085,5827
2025-02,WEEKDAY,10,TRAIN,EW28,22731,15699
2025-02,WEEKDAY,7,TRAIN,TE6,40802,17025
2025-02,WEEKDAY,11,TRAIN,NS17/CC15,29770,9124
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,CC25,2910,1978
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,EW23,20618,20845
2025-02,WEEKDAY,13,TRAIN,NS10,29854,25924
2025-02,WEEKDAY,22,TRAIN,NS10,10110,44553
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,TE12,1911,2775
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,NE4/DT19,3649,6248
2025-02,WEEKDAY,21,TRAIN,BP6/DT1,23646,48193
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,BP10,1316,1485
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,EW24/NS1,14127,27480
2025-02,WEEKDAY,18,TRAIN,BP2,3533,8252
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,DT2,72,392
2025-02,WEEKDAY,18,TRAIN,CC21,15619,32925
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,NE5,6822,6656
2025-02,WEEKDAY,14,TRAIN,NS9/TE2,44273,56105
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,SW4,231,10
2025-02,WEEKDAY,5,TRAIN,NS21/DT11,3387,2272
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NE9,8622,8261
2025-02,WEEKDAY,11,TRAIN,CE1/DT16,14572,36394
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,NS12,2611,7376
2025-02,WEEKDAY,5,TRAIN,SW2,1085,227
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,CC21,4865,2536
2025-02,WEEKDAY,19,TRAIN,NS18,15935,25510
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,EW27,2728,321
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,TE15,4638,5133
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,NS17/CC15,296,716
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,PW2,1,0
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,EW24/NS1,38847,12859
2025-02,WEEKDAY,19,TRAIN,TE16,9924,11078
2025-02,WEEKDAY,10,TRAIN,SE2,6161,2278
2025-02,WEEKDAY,10,TRAIN,NE7/DT12,19268,32571
2025-02,WEEKDAY,11,TRAIN,NE8,20332,26500
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,EW7,3110,1456
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,PW1,1162,1829
2025-02,WEEKDAY,7,TRAIN,TE1,11954,18181
2025-02,WEEKDAY,9,TRAIN,TE6,21192,4665
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,EW22,1973,1864
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,CC6,4817,7700
2025-02,WEEKDAY,19,TRAIN,NS5,21148,77283
2025-02,WEEKDAY,18,TRAIN,DT8,17604,10185
2025-02,WEEKDAY,22,TRAIN,NS27/CE2/TE20,3169,1383
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,28209,28040
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,TE13,17,63
2025-02,WEEKDAY,17,TRAIN,EW9,36600,31118
2025-02,WEEKDAY,23,TRAIN,BP2,55,367
2025-02,WEEKDAY,14,TRAIN,EW20,10422,9885
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,DT13,6603,7564
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,CE1/DT16,18220,27821
2025-02,WEEKDAY,7,TRAIN,NS24/NE6/CC1,10818,30865
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,EW28,9781,7923
2025-02,WEEKDAY,13,TRAIN,EW14/NS26,43603,79945
2025-02,WEEKDAY,11,TRAIN,NS25/EW13,24801,66484
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,NE7/DT12,112,272
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,NE13,11016,11807
2025-02,WEEKDAY,6,TRAIN,NE4/DT19,9985,16314
2025-02,WEEKDAY,9,TRAIN,TE5,8138,3435
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,CC8,1293,620
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,PE3,3863,2740
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NS9/TE2,22048,17604
2025-02,WEEKDAY,12,TRAIN,NS2,21550,18512
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,TE25,557,341
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NE16/STC,19705,21123
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS11,2267,12207
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,18830,35202
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,EW28,13251,6786
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,CC6,5330,8290
2025-02,WEEKDAY,13,TRAIN,PE7,4940,4467
2025-02,WEEKDAY,10,TRAIN,EW12/DT14,26849,66320
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,CC23,1795,1429
2025-02,WEEKDAY,11,TRAIN,TE29,2930,1206
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,NE12/CC13,27739,28138
2025-02,WEEKDAY,9,TRAIN,PE5,8695,2290
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,SE3,1171,1359
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,SW7,516,1321
2025-02,WEEKDAY,15,TRAIN,BP5,2266,1964
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,NS8,8022,8352
2025-02,WEEKDAY,11,TRAIN,PE1,3412,1676
2025-02,WEEKDAY,8,TRAIN,EW4,46110,22591
2025-02,WEEKDAY,21,TRAIN,SE5,1017,3719
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,BP13,400,123
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,EW20,4738,4693
2025-02,WEEKDAY,14,TRAIN,EW1,22089,24641
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,PE5,1475,2769
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,TE29,9,164
2025-02,WEEKDAY,10,TRAIN,EW29,3886,6285
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,TE1,1828,2114
2025-02,WEEKDAY,23,TRAIN,EW26,2464,19300
2025-02,WEEKDAY,8,TRAIN,PE5,18196,2843
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,PW6,886,682
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NS3,9928,6027
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,PW1,693,102
2025-02,WEEKDAY,20,TRAIN,NS8,12843,24182
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,EW19,2209,5519
2025-02,WEEKDAY,17,TRAIN,TE5,7650,9071
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,NE5,5127,6406
2025-02,WEEKDAY,7,TRAIN,EW30,3245,30973
2025-02,WEEKDAY,21,TRAIN,PW4,3219,5042
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,CC25,3468,2302
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,SW5,689,37
2025-02,WEEKDAY,12,TRAIN,DT34,5661,4372
2025-02,WEEKDAY,6,TRAIN,SW7,5595,828
2025-02,WEEKDAY,21,TRAIN,EW4,6510,19718
2025-02,WEEKDAY,12,TRAIN,EW14/NS26,66322,51894
