,Street_name,Planning_area,Time_taken
572,LORONG KILAT,Bukit Merah,2993
573,LORONG LIPUT,Bukit Merah,2139
574,MACPHERSON ROAD,Bukit Merah,2524
575,MAJU AVENUE,Bukit Merah,3073
576,MARINA BOULEVARD,Bukit Merah,2205
577,MARINA VIEW,Bukit Merah,1651
578,MARINE PARADE ROAD,Bukit Merah,3293
579,MARITIME SQUARE,Bukit Merah,1051
580,MARKET STREET,Bukit Merah,2892
581,MARNE ROAD,Bukit Merah,1935
582,MERCHANT ROAD,Bukit Merah,1656
583,MIDDLE ROAD,Bukit Merah,1673
584,MOHAMED SULTAN ROAD,Bukit Merah,1450
585,MOUNTBATTEN ROAD,Bukit Merah,2631
586,NEW BRIDGE ROAD,Bukit Merah,1054
587,NEW UPPER CHANGI ROAD,Bukit Merah,3093
588,NORTH BRIDGE ROAD,Bukit Merah,1939
589,NORTH BUONA VISTA DRIVE,Bukit Merah,1660
590,NORTHPOINT DRIVE,Bukit Merah,3557
591,OCEAN WAY,Bukit Merah,3636
592,ORCHARD ROAD,Bukit Merah,1418
593,ORCHARD TURN,Bukit Merah,1308
594,OUTRAM ROAD,Bukit Merah,1164
595,PASIR PANJANG ROAD,Bukit Merah,2041
596,PASIR RIS CENTRAL,Bukit Merah,3712
597,PASIR RIS CLOSE,Bukit Merah,3742
598,PAYA LEBAR ROAD,Bukit Merah,2213
599,PENANG ROAD,Bukit Merah,1415
600,PETIR ROAD,Bukit Merah,3688
601,PUNGGOL CENTRAL,Bukit Merah,3939
602,QUEENSWAY,Bukit Merah,1439
603,RACE COURSE ROAD,Bukit Merah,2196
604,RAFFLES AVENUE,Bukit Merah,1992
605,RAFFLES BOULEVARD,Bukit Merah,2076
606,RAFFLES LINK,Bukit Merah,1615
607,RAFFLES PLACE,Bukit Merah,1059
608,RAFFLES QUAY,Bukit Merah,1379
609,RANGOON ROAD,Bukit Merah,2039
610,RIVER VALLEY ROAD,Bukit Merah,723
611,RIVERVALE CRESCENT,Bukit Merah,3361
612,ROBERTSON QUAY,Bukit Merah,1336
613,ROBINSON ROAD,Bukit Merah,1558
614,ROCHOR CANAL ROAD,Bukit Merah,1714
615,ROCHOR ROAD,Bukit Merah,1517
616,SAM LEONG ROAD,Bukit Merah,1920
617,SCOTTS ROAD,Bukit Merah,1392
618,SELEGIE ROAD,Bukit Merah,1611
619,SEMBAWANG DRIVE,Bukit Merah,4350
620,SEMBAWANG ROAD,Bukit Merah,3778
621,SENGKANG SQUARE,Bukit Merah,3036
622,SENGKANG WEST AVENUE,Bukit Merah,3348
623,SERANGOON CENTRAL,Bukit Merah,2790
624,SERANGOON ROAD,Bukit Merah,2564
625,SHENTON WAY,Bukit Merah,1981
626,SIMS AVENUE,Bukit Merah,1866
627,SIMS DRIVE,Bukit Merah,2247
628,SIN MING ROAD,Bukit Merah,2953
629,SINARAN DRIVE,Bukit Merah,1924
630,SOMERSET ROAD,Bukit Merah,1301
631,SOUTH BRIDGE ROAD,Bukit Merah,1302
632,SOUTH BUONA VISTA ROAD,Bukit Merah,2276
633,STADIUM WALK,Bukit Merah,2295
634,STAMFORD ROAD,Bukit Merah,1336
635,TAI SENG STREET,Bukit Merah,2473
636,TAI THONG CRESCENT,Bukit Merah,2484
637,TAMPINES CENTRAL 1,Bukit Merah,3173
638,TAMPINES CENTRAL 5,Bukit Merah,2884
639,TAMPINES STREET 32,Bukit Merah,3654
640,TAN QUEE LAN STREET,Bukit Merah,1614
641,TANGLIN ROAD,Bukit Merah,1361
642,TANJONG KATONG ROAD,Bukit Merah,2327
643,TELOK AYER STREET,Bukit Merah,1634
644,TELOK KURAU ROAD,Bukit Merah,2816
645,TEMASEK BOULEVARD,Bukit Merah,2005
646,TESSENSOHN ROAD,Bukit Merah,2071
647,THOMSON ROAD,Bukit Merah,2148
648,TIONG BAHRU ROAD,Bukit Merah,835
649,TRAS STREET,Bukit Merah,1813
650,UNITY STREET,Bukit Merah,1201
651,UPPER BUKIT TIMAH ROAD,Bukit Merah,3582
652,UPPER CIRCULAR ROAD,Bukit Merah,1289
653,UPPER CROSS STREET,Bukit Merah,1276
654,UPPER SERANGOON ROAD,Bukit Merah,2867
655,UPPER THOMSON ROAD,Bukit Merah,2364
656,VICTORIA STREET,Bukit Merah,1324
657,WEST COAST DRIVE,Bukit Merah,2503
658,WEST COAST ROAD,Bukit Merah,2510
659,WILKIE ROAD,Bukit Merah,2063
660,WOODLANDS AVENUE 1,Bukit Merah,4081
661,WOODLANDS ROAD,Bukit Merah,4391
662,WOODLANDS SQUARE,Bukit Merah,3344
663,YIO CHU KANG ROAD,Bukit Merah,2983
664,YISHUN AVENUE 2,Bukit Merah,3084
665,YISHUN AVENUE 9,Bukit Merah,3777
666,YISHUN CENTRAL 1,Bukit Merah,3418
667,YISHUN RING ROAD,Bukit Merah,3807
668,ALBERT STREET,Downtown Core,1163
669,ALEXANDRA ROAD,Downtown Core,1267
670,ANG MO KIO AVENUE 3,Downtown Core,2348
671,ANSON ROAD,Downtown Core,1653
672,BALESTIER ROAD,Downtown Core,1415
673,BATTERY ROAD,Downtown Core,429
674,BAYFRONT AVENUE,Downtown Core,1406
675,BEACH ROAD,Downtown Core,1337
676,BEDOK NORTH STREET 1,Downtown Core,2161
677,BEDOK ROAD,Downtown Core,2462
678,BENCOOLEN STREET,Downtown Core,1077
679,BIDADARI PARK DRIVE,Downtown Core,1919
680,BRAS BASAH ROAD,Downtown Core,1187
681,BROOKE ROAD,Downtown Core,1877
682,BUKIT TIMAH ROAD,Downtown Core,4249
683,CAVAN ROAD,Downtown Core,1253
684,CECIL STREET,Downtown Core,1059
685,CENTRAL BOULEVARD,Downtown Core,1413
686,CHANGI BUSINESS PARK CENTRAL 1,Downtown Core,3041
687,CHANGI ROAD,Downtown Core,1721
688,CHIN SWEE ROAD,Downtown Core,1692
689,CHOA CHU KANG AVENUE 4,Downtown Core,3446
690,CHOA CHU KANG NORTH 6,Downtown Core,3128
691,CLAYMORE DRIVE,Downtown Core,1667
692,CLEMENCEAU AVENUE,Downtown Core,1137
693,CLEMENTI AVENUE 3,Downtown Core,2067
694,COLEMAN STREET,Downtown Core,816
695,COLLYER QUAY,Downtown Core,393
696,COMMONWEALTH AVENUE WEST,Downtown Core,1936
697,COMPASSVALE BOW,Downtown Core,2481
698,CROSS STREET,Downtown Core,1039
699,CUSCADEN ROAD,Downtown Core,1459
700,EAST COAST ROAD,Downtown Core,2571
701,EASTWOOD ROAD,Downtown Core,2591
702,ENG HOON STREET,Downtown Core,1348
703,ENGGOR STREET,Downtown Core,1795
704,EU TONG SEN STREET,Downtown Core,1680
705,FOCH ROAD,Downtown Core,1354
706,GEYLANG ROAD,Downtown Core,1508
707,GOLDHILL PLAZA,Downtown Core,1483
708,GOPENG STREET,Downtown Core,1728
709,GUILLEMARD ROAD,Downtown Core,1118
710,HANDY ROAD,Downtown Core,783
711,HAVELOCK ROAD,Downtown Core,1427
712,HIGH STREET,Downtown Core,869
713,HOLLAND AVENUE,Downtown Core,1937
714,HOUGANG AVENUE 10,Downtown Core,2579
715,HOUGANG STREET 51,Downtown Core,2761
716,HOUGANG STREET 91,Downtown Core,2995
717,IRRAWADDY ROAD,Downtown Core,1401
718,JALAN ANAK BUKIT,Downtown Core,2559
719,JALAN BESAR,Downtown Core,1000
720,JALAN JURONG KECHIL,Downtown Core,2475
721,JALAN LEGUNDI,Downtown Core,3689
722,JALAN MASJID,Downtown Core,1640
723,JALAN SULTAN,Downtown Core,988
724,JELEBU ROAD,Downtown Core,3586
725,JOO CHIAT ROAD,Downtown Core,2084
726,JOO KOON CIRCLE,Downtown Core,3783
727,JURONG EAST STREET 21,Downtown Core,2580
728,JURONG GATEWAY ROAD,Downtown Core,2300
729,JURONG WEST CENTRAL 2,Downtown Core,2720
730,JURONG WEST CENTRAL 3,Downtown Core,2826
731,KALLANG AVENUE,Downtown Core,1331
732,KELANTAN LANE,Downtown Core,1135
733,KEPPEL ROAD,Downtown Core,945
734,KITCHENER ROAD,Downtown Core,855
735,KOEK ROAD,Downtown Core,1113
736,LAVENDER STREET,Downtown Core,1356
737,LORONG 22 GEYLANG,Downtown Core,1293
738,LORONG 4 TOA PAYOH,Downtown Core,1855
739,LORONG KILAT,Downtown Core,2565
740,LORONG LIPUT,Downtown Core,2249
741,MACPHERSON ROAD,Downtown Core,1813
742,MAJU AVENUE,Downtown Core,2665
743,MARINA BOULEVARD,Downtown Core,1159
744,MARINA VIEW,Downtown Core,909
745,MARINE PARADE ROAD,Downtown Core,2180
746,MARITIME SQUARE,Downtown Core,1651
747,MARKET STREET,Downtown Core,2303
748,MARNE ROAD,Downtown Core,1297
749,MERCHANT ROAD,Downtown Core,1403
750,MIDDLE ROAD,Downtown Core,1035
751,MOHAMED SULTAN ROAD,Downtown Core,2046
752,MOUNTBATTEN ROAD,Downtown Core,1267
753,NEW BRIDGE ROAD,Downtown Core,1405
754,NEW UPPER CHANGI ROAD,Downtown Core,2504
755,NORTH BRIDGE ROAD,Downtown Core,1201
756,NORTH BUONA VISTA DRIVE,Downtown Core,1770
757,NORTHPOINT DRIVE,Downtown Core,2990
758,OCEAN WAY,Downtown Core,4315
759,ORCHARD ROAD,Downtown Core,1299
760,ORCHARD TURN,Downtown Core,996
761,OUTRAM ROAD,Downtown Core,757
762,PASIR PANJANG ROAD,Downtown Core,2524
763,PASIR RIS CENTRAL,Downtown Core,3151
764,PASIR RIS CLOSE,Downtown Core,3061
765,PAYA LEBAR ROAD,Downtown Core,1632
766,PENANG ROAD,Downtown Core,991
767,PETIR ROAD,Downtown Core,3426
768,PUNGGOL CENTRAL,Downtown Core,3109
769,QUEENSWAY,Downtown Core,1976
770,RACE COURSE ROAD,Downtown Core,1283
771,RAFFLES AVENUE,Downtown Core,1140
772,RAFFLES BOULEVARD,Downtown Core,1037
773,RAFFLES LINK,Downtown Core,660
774,RAFFLES PLACE,Downtown Core,500
775,RAFFLES QUAY,Downtown Core,638
776,RANGOON ROAD,Downtown Core,1191
777,RIVER VALLEY ROAD,Downtown Core,1474
778,RIVERVALE CRESCENT,Downtown Core,3001
779,ROBERTSON QUAY,Downtown Core,2222
780,ROBINSON ROAD,Downtown Core,995
781,ROCHOR CANAL ROAD,Downtown Core,715
782,ROCHOR ROAD,Downtown Core,643
783,SAM LEONG ROAD,Downtown Core,1007
784,SCOTTS ROAD,Downtown Core,1410
785,SELEGIE ROAD,Downtown Core,973
786,SEMBAWANG DRIVE,Downtown Core,3668
787,SEMBAWANG ROAD,Downtown Core,3103
788,SENGKANG SQUARE,Downtown Core,2676
789,SENGKANG WEST AVENUE,Downtown Core,2988
790,SERANGOON CENTRAL,Downtown Core,2392
791,SERANGOON ROAD,Downtown Core,1918
792,SHENTON WAY,Downtown Core,1301
793,SIMS AVENUE,Downtown Core,1277
794,SIMS DRIVE,Downtown Core,1853
795,SIN MING ROAD,Downtown Core,2668
796,SINARAN DRIVE,Downtown Core,1388
797,SOMERSET ROAD,Downtown Core,898
798,SOUTH BRIDGE ROAD,Downtown Core,1127
799,SOUTH BUONA VISTA ROAD,Downtown Core,2806
800,STADIUM WALK,Downtown Core,1286
801,STAMFORD ROAD,Downtown Core,1118
802,TAI SENG STREET,Downtown Core,1892
803,TAI THONG CRESCENT,Downtown Core,2004
804,TAMPINES CENTRAL 1,Downtown Core,2584
805,TAMPINES CENTRAL 5,Downtown Core,2295
806,TAMPINES STREET 32,Downtown Core,3101
807,TAN QUEE LAN STREET,Downtown Core,1383
808,TANGLIN ROAD,Downtown Core,1563
809,TANJONG KATONG ROAD,Downtown Core,1826
810,TELOK AYER STREET,Downtown Core,1446
811,TELOK KURAU ROAD,Downtown Core,2176
812,TEMASEK BOULEVARD,Downtown Core,1030
813,TESSENSOHN ROAD,Downtown Core,1433
814,THOMSON ROAD,Downtown Core,1563
815,TIONG BAHRU ROAD,Downtown Core,1264
816,TRAS STREET,Downtown Core,1840
817,UNITY STREET,Downtown Core,1881
818,UPPER BUKIT TIMAH ROAD,Downtown Core,3068
819,UPPER CIRCULAR ROAD,Downtown Core,1121
820,UPPER CROSS STREET,Downtown Core,1628
821,UPPER SERANGOON ROAD,Downtown Core,2301
822,UPPER THOMSON ROAD,Downtown Core,2661
823,VICTORIA STREET,Downtown Core,735
824,WEST COAST DRIVE,Downtown Core,2524
825,WEST COAST ROAD,Downtown Core,2620
826,WILKIE ROAD,Downtown Core,1425
827,WOODLANDS AVENUE 1,Downtown Core,4089
828,WOODLANDS ROAD,Downtown Core,3881
829,WOODLANDS SQUARE,Downtown Core,3344
830,YIO CHU KANG ROAD,Downtown Core,2404
831,YISHUN AVENUE 2,Downtown Core,2517
832,YISHUN AVENUE 9,Downtown Core,3148
833,YISHUN CENTRAL 1,Downtown Core,2851
834,YISHUN RING ROAD,Downtown Core,3299
835,ALBERT STREET,Changi,7133
836,ALEXANDRA ROAD,Changi,7637
837,ANG MO KIO AVENUE 3,Changi,7984
838,ANSON ROAD,Changi,7252
839,BALESTIER ROAD,Changi,7464
840,BATTERY ROAD,Changi,7020
841,BAYFRONT AVENUE,Changi,6905
842,BEACH ROAD,Changi,7021
843,BEDOK NORTH STREET 1,Changi,5904
844,BEDOK ROAD,Changi,5301
845,BENCOOLEN STREET,Changi,6714
846,BIDADARI PARK DRIVE,Changi,7190
847,BRAS BASAH ROAD,Changi,6755
848,BROOKE ROAD,Changi,7391
849,BUKIT TIMAH ROAD,Changi,10269
850,CAVAN ROAD,Changi,6562
851,CECIL STREET,Changi,6954
852,CENTRAL BOULEVARD,Changi,7442
853,CHANGI BUSINESS PARK CENTRAL 1,Changi,5528
854,CHANGI ROAD,Changi,6407
855,CHIN SWEE ROAD,Changi,7071
856,CHOA CHU KANG AVENUE 4,Changi,9848
857,CHOA CHU KANG NORTH 6,Changi,9530
858,CLAYMORE DRIVE,Changi,8056
859,CLEMENCEAU AVENUE,Changi,7079
860,CLEMENTI AVENUE 3,Changi,8437
861,COLEMAN STREET,Changi,7026
862,COLLYER QUAY,Changi,7064
863,COMMONWEALTH AVENUE WEST,Changi,8306
864,COMPASSVALE BOW,Changi,6770
865,CROSS STREET,Changi,6664
866,CUSCADEN ROAD,Changi,8020
867,EAST COAST ROAD,Changi,6640
868,EASTWOOD ROAD,Changi,6256
869,ENG HOON STREET,Changi,7718
870,ENGGOR STREET,Changi,7394
871,EU TONG SEN STREET,Changi,6918
872,FOCH ROAD,Changi,6671
873,GEYLANG ROAD,Changi,6807
874,GOLDHILL PLAZA,Changi,7512
875,GOPENG STREET,Changi,7241
876,GUILLEMARD ROAD,Changi,6925
877,HANDY ROAD,Changi,6720
878,HAVELOCK ROAD,Changi,7797
879,HIGH STREET,Changi,7104
880,HOLLAND AVENUE,Changi,8001
881,HOUGANG AVENUE 10,Changi,6704
882,HOUGANG STREET 51,Changi,6818
883,HOUGANG STREET 91,Changi,7075
884,IRRAWADDY ROAD,Changi,7770
885,JALAN ANAK BUKIT,Changi,8579
886,JALAN BESAR,Changi,6923
887,JALAN JURONG KECHIL,Changi,8495
888,JALAN LEGUNDI,Changi,8807
889,JALAN MASJID,Changi,6084
890,JALAN SULTAN,Changi,7034
891,JELEBU ROAD,Changi,9179
892,JOO CHIAT ROAD,Changi,6727
893,JOO KOON CIRCLE,Changi,10153
894,JURONG EAST STREET 21,Changi,8950
895,JURONG GATEWAY ROAD,Changi,8670
896,JURONG WEST CENTRAL 2,Changi,9090
897,JURONG WEST CENTRAL 3,Changi,9196
898,KALLANG AVENUE,Changi,6556
899,KELANTAN LANE,Changi,6572
900,KEPPEL ROAD,Changi,7487
901,KITCHENER ROAD,Changi,6831
902,KOEK ROAD,Changi,7482
903,LAVENDER STREET,Changi,6508
904,LORONG 22 GEYLANG,Changi,6869
905,LORONG 4 TOA PAYOH,Changi,7747
906,LORONG KILAT,Changi,8585
907,LORONG LIPUT,Changi,8025
908,MACPHERSON ROAD,Changi,6977
909,MAJU AVENUE,Changi,7951
910,MARINA BOULEVARD,Changi,7491
911,MARINA VIEW,Changi,6885
912,MARINE PARADE ROAD,Changi,6833
913,MARITIME SQUARE,Changi,7700
914,MARKET STREET,Changi,6075
915,MARNE ROAD,Changi,7096
916,MERCHANT ROAD,Changi,7161
917,MIDDLE ROAD,Changi,6829
918,MOHAMED SULTAN ROAD,Changi,7108
919,MOUNTBATTEN ROAD,Changi,7084
920,NEW BRIDGE ROAD,Changi,6777
921,NEW UPPER CHANGI ROAD,Changi,5449
922,NORTH BRIDGE ROAD,Changi,7051
923,NORTH BUONA VISTA DRIVE,Changi,8012
924,NORTHPOINT DRIVE,Changi,8470
925,OCEAN WAY,Changi,11632
926,ORCHARD ROAD,Changi,7668
927,ORCHARD TURN,Changi,7336
928,OUTRAM ROAD,Changi,7127
929,PASIR PANJANG ROAD,Changi,8851
930,PASIR RIS CENTRAL,Changi,4775
931,PASIR RIS CLOSE,Changi,4697
932,PAYA LEBAR ROAD,Changi,6202
933,PENANG ROAD,Changi,7166
934,PETIR ROAD,Changi,9621
935,PUNGGOL CENTRAL,Changi,6290
936,QUEENSWAY,Changi,8335
937,RACE COURSE ROAD,Changi,7130
938,RAFFLES AVENUE,Changi,7278
939,RAFFLES BOULEVARD,Changi,7483
940,RAFFLES LINK,Changi,7170
941,RAFFLES PLACE,Changi,6840
942,RAFFLES QUAY,Changi,7160
943,RANGOON ROAD,Changi,7577
944,RIVER VALLEY ROAD,Changi,7507
945,RIVERVALE CRESCENT,Changi,6329
946,ROBERTSON QUAY,Changi,7394
947,ROBINSON ROAD,Changi,7034
948,ROCHOR CANAL ROAD,Changi,6732
949,ROCHOR ROAD,Changi,6855
950,SAM LEONG ROAD,Changi,6798
951,SCOTTS ROAD,Changi,7837
952,SELEGIE ROAD,Changi,6945
953,SEMBAWANG DRIVE,Changi,9591
954,SEMBAWANG ROAD,Changi,8424
955,SENGKANG SQUARE,Changi,6420
956,SENGKANG WEST AVENUE,Changi,6779
957,SERANGOON CENTRAL,Changi,6962
958,SERANGOON ROAD,Changi,7195
959,SHENTON WAY,Changi,7264
960,SIMS AVENUE,Changi,6443
961,SIMS DRIVE,Changi,6824
962,SIN MING ROAD,Changi,7989
963,SINARAN DRIVE,Changi,7757
964,SOMERSET ROAD,Changi,7267
965,SOUTH BRIDGE ROAD,Changi,6870
966,SOUTH BUONA VISTA ROAD,Changi,9571
967,STADIUM WALK,Changi,6996
968,STAMFORD ROAD,Changi,7091
969,TAI SENG STREET,Changi,6462
970,TAI THONG CRESCENT,Changi,7066
971,TAMPINES CENTRAL 1,Changi,4704
972,TAMPINES CENTRAL 5,Changi,4911
973,TAMPINES STREET 32,Changi,4752
974,TAN QUEE LAN STREET,Changi,6952
975,TANGLIN ROAD,Changi,7990
976,TANJONG KATONG ROAD,Changi,6808
977,TELOK AYER STREET,Changi,7050
978,TELOK KURAU ROAD,Changi,6737
979,TEMASEK BOULEVARD,Changi,7126
980,TESSENSOHN ROAD,Changi,7278
981,THOMSON ROAD,Changi,7630
982,TIONG BAHRU ROAD,Changi,7627
983,TRAS STREET,Changi,7353
984,UNITY STREET,Changi,6883
985,UPPER BUKIT TIMAH ROAD,Changi,9174
986,UPPER CIRCULAR ROAD,Changi,7117
987,UPPER CROSS STREET,Changi,6884
988,UPPER SERANGOON ROAD,Changi,6937
989,UPPER THOMSON ROAD,Changi,8537
990,VICTORIA STREET,Changi,6662
991,WEST COAST DRIVE,Changi,8894
992,WEST COAST ROAD,Changi,9117
993,WILKIE ROAD,Changi,7556
994,WOODLANDS AVENUE 1,Changi,9180
995,WOODLANDS ROAD,Changi,9804
996,WOODLANDS SQUARE,Changi,9024
997,YIO CHU KANG ROAD,Changi,7445
998,YISHUN AVENUE 2,Changi,7967
999,YISHUN AVENUE 9,Changi,8708
1000,YISHUN CENTRAL 1,Changi,8364
1001,YISHUN RING ROAD,Changi,8499
1002,ALBERT STREET,Lim Chu Kang,6400
1003,ALEXANDRA ROAD,Lim Chu Kang,5412
1004,ANG MO KIO AVENUE 3,Lim Chu Kang,5265
1005,ANSON ROAD,Lim Chu Kang,5805
1006,BALESTIER ROAD,Lim Chu Kang,6345
1007,BATTERY ROAD,Lim Chu Kang,5818
1008,BAYFRONT AVENUE,Lim Chu Kang,6237
1009,BEACH ROAD,Lim Chu Kang,6420
1010,BEDOK NORTH STREET 1,Lim Chu Kang,7329
1011,BEDOK ROAD,Lim Chu Kang,7756
1012,BENCOOLEN STREET,Lim Chu Kang,6329
1013,BIDADARI PARK DRIVE,Lim Chu Kang,5999
1014,BRAS BASAH ROAD,Lim Chu Kang,6168
1015,BROOKE ROAD,Lim Chu Kang,7705
1016,BUKIT TIMAH ROAD,Lim Chu Kang,6968
1017,CAVAN ROAD,Lim Chu Kang,6731
1018,CECIL STREET,Lim Chu Kang,5992
1019,CENTRAL BOULEVARD,Lim Chu Kang,6289
1020,CHANGI BUSINESS PARK CENTRAL 1,Lim Chu Kang,9207
1021,CHANGI ROAD,Lim Chu Kang,6889
1022,CHIN SWEE ROAD,Lim Chu Kang,6425
1023,CHOA CHU KANG AVENUE 4,Lim Chu Kang,4010
1024,CHOA CHU KANG NORTH 6,Lim Chu Kang,3405
1025,CLAYMORE DRIVE,Lim Chu Kang,6197
1026,CLEMENCEAU AVENUE,Lim Chu Kang,6059
1027,CLEMENTI AVENUE 3,Lim Chu Kang,4829
1028,COLEMAN STREET,Lim Chu Kang,6021
1029,COLLYER QUAY,Lim Chu Kang,5862
1030,COMMONWEALTH AVENUE WEST,Lim Chu Kang,5028
1031,COMPASSVALE BOW,Lim Chu Kang,6828
1032,CROSS STREET,Lim Chu Kang,6128
1033,CUSCADEN ROAD,Lim Chu Kang,6149
1034,EAST COAST ROAD,Lim Chu Kang,8459
1035,EASTWOOD ROAD,Lim Chu Kang,8476
1036,ENG HOON STREET,Lim Chu Kang,6053
1037,ENGGOR STREET,Lim Chu Kang,5947
1038,EU TONG SEN STREET,Lim Chu Kang,5993
1039,FOCH ROAD,Lim Chu Kang,6685
1040,GEYLANG ROAD,Lim Chu Kang,6437
1041,GOLDHILL PLAZA,Lim Chu Kang,5502
1042,GOPENG STREET,Lim Chu Kang,5794
1043,GUILLEMARD ROAD,Lim Chu Kang,6797
1044,HANDY ROAD,Lim Chu Kang,5806
1045,HAVELOCK ROAD,Lim Chu Kang,5828
1046,HIGH STREET,Lim Chu Kang,6196
1047,HOLLAND AVENUE,Lim Chu Kang,5506
1048,HOUGANG AVENUE 10,Lim Chu Kang,6435
1049,HOUGANG STREET 51,Lim Chu Kang,6694
1050,HOUGANG STREET 91,Lim Chu Kang,6442
1051,IRRAWADDY ROAD,Lim Chu Kang,5415
1052,JALAN ANAK BUKIT,Lim Chu Kang,5316
1053,JALAN BESAR,Lim Chu Kang,6554
1054,JALAN JURONG KECHIL,Lim Chu Kang,5431
1055,JALAN LEGUNDI,Lim Chu Kang,4482
1056,JALAN MASJID,Lim Chu Kang,6808
1057,JALAN SULTAN,Lim Chu Kang,6519
1058,JELEBU ROAD,Lim Chu Kang,4272
1059,JOO CHIAT ROAD,Lim Chu Kang,6746
1060,JOO KOON CIRCLE,Lim Chu Kang,5910
1061,JURONG EAST STREET 21,Lim Chu Kang,4612
1062,JURONG GATEWAY ROAD,Lim Chu Kang,4332
1063,JURONG WEST CENTRAL 2,Lim Chu Kang,4520
1064,JURONG WEST CENTRAL 3,Lim Chu Kang,4413
1065,KALLANG AVENUE,Lim Chu Kang,6601
1066,KELANTAN LANE,Lim Chu Kang,7018
1067,KEPPEL ROAD,Lim Chu Kang,6740
1068,KITCHENER ROAD,Lim Chu Kang,6823
1069,KOEK ROAD,Lim Chu Kang,5846
1070,LAVENDER STREET,Lim Chu Kang,6571
1071,LORONG 22 GEYLANG,Lim Chu Kang,6855
1072,LORONG 4 TOA PAYOH,Lim Chu Kang,5582
1073,LORONG KILAT,Lim Chu Kang,5521
1074,LORONG LIPUT,Lim Chu Kang,5899
1075,MACPHERSON ROAD,Lim Chu Kang,6394
1076,MAJU AVENUE,Lim Chu Kang,6782
1077,MARINA BOULEVARD,Lim Chu Kang,6823
1078,MARINA VIEW,Lim Chu Kang,6230
1079,MARINE PARADE ROAD,Lim Chu Kang,7921
1080,MARITIME SQUARE,Lim Chu Kang,7053
1081,MARKET STREET,Lim Chu Kang,7471
1082,MARNE ROAD,Lim Chu Kang,6141
1083,MERCHANT ROAD,Lim Chu Kang,6598
1084,MIDDLE ROAD,Lim Chu Kang,6401
1085,MOHAMED SULTAN ROAD,Lim Chu Kang,6753
1086,MOUNTBATTEN ROAD,Lim Chu Kang,6617
1087,NEW BRIDGE ROAD,Lim Chu Kang,6251
1088,NEW UPPER CHANGI ROAD,Lim Chu Kang,7672
1089,NORTH BRIDGE ROAD,Lim Chu Kang,6536
1090,NORTH BUONA VISTA DRIVE,Lim Chu Kang,5141
1091,NORTHPOINT DRIVE,Lim Chu Kang,4377
1092,OCEAN WAY,Lim Chu Kang,11056
1093,ORCHARD ROAD,Lim Chu Kang,6032
1094,ORCHARD TURN,Lim Chu Kang,5677
1095,OUTRAM ROAD,Lim Chu Kang,5462
1096,PASIR PANJANG ROAD,Lim Chu Kang,6956
1097,PASIR RIS CENTRAL,Lim Chu Kang,8068
1098,PASIR RIS CLOSE,Lim Chu Kang,8469
1099,PAYA LEBAR ROAD,Lim Chu Kang,5609
1100,PENANG ROAD,Lim Chu Kang,5913
1101,PETIR ROAD,Lim Chu Kang,4326
1102,PUNGGOL CENTRAL,Lim Chu Kang,6734
1103,QUEENSWAY,Lim Chu Kang,5584
1104,RACE COURSE ROAD,Lim Chu Kang,6456
1105,RAFFLES AVENUE,Lim Chu Kang,6610
1106,RAFFLES BOULEVARD,Lim Chu Kang,6478
1107,RAFFLES LINK,Lim Chu Kang,6165
1108,RAFFLES PLACE,Lim Chu Kang,5638
1109,RAFFLES QUAY,Lim Chu Kang,5958
1110,RANGOON ROAD,Lim Chu Kang,6283
1111,RIVER VALLEY ROAD,Lim Chu Kang,6441
1112,RIVERVALE CRESCENT,Lim Chu Kang,6826
1113,ROBERTSON QUAY,Lim Chu Kang,6906
1114,ROBINSON ROAD,Lim Chu Kang,6036
1115,ROCHOR CANAL ROAD,Lim Chu Kang,6444
1116,ROCHOR ROAD,Lim Chu Kang,6096
1117,SAM LEONG ROAD,Lim Chu Kang,6357
1118,SCOTTS ROAD,Lim Chu Kang,5727
1119,SELEGIE ROAD,Lim Chu Kang,6339
1120,SEMBAWANG DRIVE,Lim Chu Kang,4497
1121,SEMBAWANG ROAD,Lim Chu Kang,4586
1122,SENGKANG SQUARE,Lim Chu Kang,6708
1123,SENGKANG WEST AVENUE,Lim Chu Kang,6625
1124,SERANGOON CENTRAL,Lim Chu Kang,5835
1125,SERANGOON ROAD,Lim Chu Kang,6129
1126,SHENTON WAY,Lim Chu Kang,5817
1127,SIMS AVENUE,Lim Chu Kang,6445
1128,SIMS DRIVE,Lim Chu Kang,6826
1129,SIN MING ROAD,Lim Chu Kang,5928
1130,SINARAN DRIVE,Lim Chu Kang,5402
1131,SOMERSET ROAD,Lim Chu Kang,5631
1132,SOUTH BRIDGE ROAD,Lim Chu Kang,6431
1133,SOUTH BUONA VISTA ROAD,Lim Chu Kang,7667
1134,STADIUM WALK,Lim Chu Kang,6404
1135,STAMFORD ROAD,Lim Chu Kang,6086
1136,TAI SENG STREET,Lim Chu Kang,5869
1137,TAI THONG CRESCENT,Lim Chu Kang,6168
1138,TAMPINES CENTRAL 1,Lim Chu Kang,7752
1139,TAMPINES CENTRAL 5,Lim Chu Kang,7463
1140,TAMPINES STREET 32,Lim Chu Kang,8424
1141,TAN QUEE LAN STREET,Lim Chu Kang,6193
1142,TANGLIN ROAD,Lim Chu Kang,5765
1143,TANJONG KATONG ROAD,Lim Chu Kang,6753
