,Street_name,Planning_area,Time_taken
1144,TELOK AYER STREET,Lim Chu Kang,6061
1145,TELOK KURAU ROAD,Lim Chu Kang,7978
1146,TEMASEK BOULEVARD,Lim Chu Kang,6405
1147,TESSENSOHN ROAD,Lim Chu Kang,6277
1148,THOMSON ROAD,Lim Chu Kang,5631
1149,TIONG BAHRU ROAD,Lim Chu Kang,6134
1150,TRAS STREET,Lim Chu Kang,5906
1151,UNITY STREET,Lim Chu Kang,6671
1152,UPPER BUKIT TIMAH ROAD,Lim Chu Kang,4116
1153,UPPER CIRCULAR ROAD,Lim Chu Kang,6378
1154,UPPER CROSS STREET,Lim Chu Kang,6238
1155,UPPER SERANGOON ROAD,Lim Chu Kang,6801
1156,UPPER THOMSON ROAD,Lim Chu Kang,5576
1157,VICTORIA STREET,Lim Chu Kang,5903
1158,WEST COAST DRIVE,Lim Chu Kang,5286
1159,WEST COAST ROAD,Lim Chu Kang,5602
1160,WILKIE ROAD,Lim Chu Kang,6791
1161,WOODLANDS AVENUE 1,Lim Chu Kang,3836
1162,WOODLANDS ROAD,Lim Chu Kang,4555
1163,WOODLANDS SQUARE,Lim Chu Kang,3445
1164,YIO CHU KANG ROAD,Lim Chu Kang,6118
1165,YISHUN AVENUE 2,Lim Chu Kang,4214
1166,YISHUN AVENUE 9,Lim Chu Kang,4573
1167,YISHUN CENTRAL 1,Lim Chu Kang,4238
1168,YISHUN RING ROAD,Lim Chu Kang,4686
1169,ALBERT STREET,Boon Lay,5468
1170,ALEXANDRA ROAD,Boon Lay,3962
1171,ANG MO KIO AVENUE 3,Boon Lay,6466
1172,ANSON ROAD,Boon Lay,4355
1173,BALESTIER ROAD,Boon Lay,5642
1174,BATTERY ROAD,Boon Lay,4368
1175,BAYFRONT AVENUE,Boon Lay,4977
1176,BEACH ROAD,Boon Lay,4812
1177,BEDOK NORTH STREET 1,Boon Lay,5879
1178,BEDOK ROAD,Boon Lay,6306
1179,BENCOOLEN STREET,Boon Lay,5112
1180,BIDADARI PARK DRIVE,Boon Lay,5538
1181,BRAS BASAH ROAD,Boon Lay,4762
1182,BROOKE ROAD,Boon Lay,6224
1183,BUKIT TIMAH ROAD,Boon Lay,6294
1184,CAVAN ROAD,Boon Lay,4968
1185,CECIL STREET,Boon Lay,4542
1186,CENTRAL BOULEVARD,Boon Lay,4940
1187,CHANGI BUSINESS PARK CENTRAL 1,Boon Lay,6789
1188,CHANGI ROAD,Boon Lay,5439
1189,CHIN SWEE ROAD,Boon Lay,4912
1190,CHOA CHU KANG AVENUE 4,Boon Lay,4099
1191,CHOA CHU KANG NORTH 6,Boon Lay,3781
1192,CLAYMORE DRIVE,Boon Lay,5061
1193,CLEMENCEAU AVENUE,Boon Lay,4890
1194,CLEMENTI AVENUE 3,Boon Lay,3379
1195,COLEMAN STREET,Boon Lay,4600
1196,COLLYER QUAY,Boon Lay,4412
1197,COMMONWEALTH AVENUE WEST,Boon Lay,3519
1198,COMPASSVALE BOW,Boon Lay,6100
1199,CROSS STREET,Boon Lay,4678
1200,CUSCADEN ROAD,Boon Lay,5104
1201,EAST COAST ROAD,Boon Lay,6525
1202,EASTWOOD ROAD,Boon Lay,6327
1203,ENG HOON STREET,Boon Lay,4426
1204,ENGGOR STREET,Boon Lay,4497
1205,EU TONG SEN STREET,Boon Lay,4333
1206,FOCH ROAD,Boon Lay,5069
1207,GEYLANG ROAD,Boon Lay,5603
1208,GOLDHILL PLAZA,Boon Lay,5783
1209,GOPENG STREET,Boon Lay,4344
1210,GUILLEMARD ROAD,Boon Lay,5398
1211,HANDY ROAD,Boon Lay,4838
1212,HAVELOCK ROAD,Boon Lay,4378
1213,HIGH STREET,Boon Lay,4806
1214,HOLLAND AVENUE,Boon Lay,4056
1215,HOUGANG AVENUE 10,Boon Lay,6762
1216,HOUGANG STREET 51,Boon Lay,6913
1217,HOUGANG STREET 91,Boon Lay,7442
1218,IRRAWADDY ROAD,Boon Lay,5354
1219,JALAN ANAK BUKIT,Boon Lay,4557
1220,JALAN BESAR,Boon Lay,5104
1221,JALAN JURONG KECHIL,Boon Lay,4255
1222,JALAN LEGUNDI,Boon Lay,5878
1223,JALAN MASJID,Boon Lay,5358
1224,JALAN SULTAN,Boon Lay,5038
1225,JELEBU ROAD,Boon Lay,4656
1226,JOO CHIAT ROAD,Boon Lay,5715
1227,JOO KOON CIRCLE,Boon Lay,3646
1228,JURONG EAST STREET 21,Boon Lay,3272
1229,JURONG GATEWAY ROAD,Boon Lay,2992
1230,JURONG WEST CENTRAL 2,Boon Lay,2269
1231,JURONG WEST CENTRAL 3,Boon Lay,2195
1232,KALLANG AVENUE,Boon Lay,5151
1233,KELANTAN LANE,Boon Lay,5273
1234,KEPPEL ROAD,Boon Lay,5290
1235,KITCHENER ROAD,Boon Lay,5083
1236,KOEK ROAD,Boon Lay,5260
1237,LAVENDER STREET,Boon Lay,5028
1238,LORONG 22 GEYLANG,Boon Lay,5421
1239,LORONG 4 TOA PAYOH,Boon Lay,5855
1240,LORONG KILAT,Boon Lay,4417
1241,LORONG LIPUT,Boon Lay,4024
1242,MACPHERSON ROAD,Boon Lay,6190
1243,MAJU AVENUE,Boon Lay,6529
1244,MARINA BOULEVARD,Boon Lay,5198
1245,MARINA VIEW,Boon Lay,4780
1246,MARINE PARADE ROAD,Boon Lay,6349
1247,MARITIME SQUARE,Boon Lay,4855
1248,MARKET STREET,Boon Lay,6021
1249,MARNE ROAD,Boon Lay,5495
1250,MERCHANT ROAD,Boon Lay,4710
1251,MIDDLE ROAD,Boon Lay,5144
1252,MOHAMED SULTAN ROAD,Boon Lay,5256
1253,MOUNTBATTEN ROAD,Boon Lay,5848
1254,NEW BRIDGE ROAD,Boon Lay,4681
1255,NEW UPPER CHANGI ROAD,Boon Lay,6120
1256,NORTH BRIDGE ROAD,Boon Lay,5046
1257,NORTH BUONA VISTA DRIVE,Boon Lay,3691
1258,NORTHPOINT DRIVE,Boon Lay,5545
1259,OCEAN WAY,Boon Lay,7876
1260,ORCHARD ROAD,Boon Lay,5251
1261,ORCHARD TURN,Boon Lay,4787
1262,OUTRAM ROAD,Boon Lay,4012
1263,PASIR PANJANG ROAD,Boon Lay,4690
1264,PASIR RIS CENTRAL,Boon Lay,6757
1265,PASIR RIS CLOSE,Boon Lay,6739
1266,PAYA LEBAR ROAD,Boon Lay,5094
1267,PENANG ROAD,Boon Lay,5036
1268,PETIR ROAD,Boon Lay,5184
1269,PUNGGOL CENTRAL,Boon Lay,7302
1270,QUEENSWAY,Boon Lay,4134
1271,RACE COURSE ROAD,Boon Lay,5510
1272,RAFFLES AVENUE,Boon Lay,4985
1273,RAFFLES BOULEVARD,Boon Lay,5057
1274,RAFFLES LINK,Boon Lay,4744
1275,RAFFLES PLACE,Boon Lay,4188
1276,RAFFLES QUAY,Boon Lay,4508
1277,RANGOON ROAD,Boon Lay,5725
1278,RIVER VALLEY ROAD,Boon Lay,5243
1279,RIVERVALE CRESCENT,Boon Lay,7676
1280,ROBERTSON QUAY,Boon Lay,4957
1281,ROBINSON ROAD,Boon Lay,4577
1282,ROCHOR CANAL ROAD,Boon Lay,4921
1283,ROCHOR ROAD,Boon Lay,4646
1284,SAM LEONG ROAD,Boon Lay,5235
1285,SCOTTS ROAD,Boon Lay,5261
1286,SELEGIE ROAD,Boon Lay,5278
1287,SEMBAWANG DRIVE,Boon Lay,5727
1288,SEMBAWANG ROAD,Boon Lay,5970
1289,SENGKANG SQUARE,Boon Lay,6295
1290,SENGKANG WEST AVENUE,Boon Lay,8238
1291,SERANGOON CENTRAL,Boon Lay,5320
1292,SERANGOON ROAD,Boon Lay,6020
1293,SHENTON WAY,Boon Lay,4367
1294,SIMS AVENUE,Boon Lay,4995
1295,SIMS DRIVE,Boon Lay,5376
1296,SIN MING ROAD,Boon Lay,5497
1297,SINARAN DRIVE,Boon Lay,5341
1298,SOMERSET ROAD,Boon Lay,4851
1299,SOUTH BRIDGE ROAD,Boon Lay,4981
1300,SOUTH BUONA VISTA ROAD,Boon Lay,5961
1301,STADIUM WALK,Boon Lay,5702
1302,STAMFORD ROAD,Boon Lay,4661
1303,TAI SENG STREET,Boon Lay,5354
1304,TAI THONG CRESCENT,Boon Lay,6150
1305,TAMPINES CENTRAL 1,Boon Lay,6302
1306,TAMPINES CENTRAL 5,Boon Lay,6013
1307,TAMPINES STREET 32,Boon Lay,7044
1308,TAN QUEE LAN STREET,Boon Lay,4743
1309,TANGLIN ROAD,Boon Lay,4272
1310,TANJONG KATONG ROAD,Boon Lay,5642
1311,TELOK AYER STREET,Boon Lay,4611
1312,TELOK KURAU ROAD,Boon Lay,6166
1313,TEMASEK BOULEVARD,Boon Lay,5013
1314,TESSENSOHN ROAD,Boon Lay,5737
1315,THOMSON ROAD,Boon Lay,5901
1316,TIONG BAHRU ROAD,Boon Lay,4443
1317,TRAS STREET,Boon Lay,4456
1318,UNITY STREET,Boon Lay,4822
1319,UPPER BUKIT TIMAH ROAD,Boon Lay,4573
1320,UPPER CIRCULAR ROAD,Boon Lay,4569
1321,UPPER CROSS STREET,Boon Lay,4536
1322,UPPER SERANGOON ROAD,Boon Lay,6126
1323,UPPER THOMSON ROAD,Boon Lay,5977
1324,VICTORIA STREET,Boon Lay,4453
1325,WEST COAST DRIVE,Boon Lay,3836
1326,WEST COAST ROAD,Boon Lay,3989
1327,WILKIE ROAD,Boon Lay,5730
1328,WOODLANDS AVENUE 1,Boon Lay,5267
1329,WOODLANDS ROAD,Boon Lay,5257
1330,WOODLANDS SQUARE,Boon Lay,4522
1331,YIO CHU KANG ROAD,Boon Lay,6137
1332,YISHUN AVENUE 2,Boon Lay,5382
1333,YISHUN AVENUE 9,Boon Lay,5741
1334,YISHUN CENTRAL 1,Boon Lay,5406
1335,YISHUN RING ROAD,Boon Lay,5854
1336,ALBERT STREET,Western Water Catchment,5812
1337,ALEXANDRA ROAD,Western Water Catchment,4527
1338,ANG MO KIO AVENUE 3,Western Water Catchment,6262
1339,ANSON ROAD,Western Water Catchment,4920
1340,BALESTIER ROAD,Western Water Catchment,6156
1341,BATTERY ROAD,Western Water Catchment,4933
1342,BAYFRONT AVENUE,Western Water Catchment,5582
1343,BEACH ROAD,Western Water Catchment,5377
1344,BEDOK NORTH STREET 1,Western Water Catchment,6444
1345,BEDOK ROAD,Western Water Catchment,6688
1346,BENCOOLEN STREET,Western Water Catchment,5677
1347,BIDADARI PARK DRIVE,Western Water Catchment,6082
1348,BRAS BASAH ROAD,Western Water Catchment,5661
1349,BROOKE ROAD,Western Water Catchment,6756
1350,BUKIT TIMAH ROAD,Western Water Catchment,6526
1351,CAVAN ROAD,Western Water Catchment,5542
1352,CECIL STREET,Western Water Catchment,5107
1353,CENTRAL BOULEVARD,Western Water Catchment,5404
1354,CHANGI BUSINESS PARK CENTRAL 1,Western Water Catchment,7354
1355,CHANGI ROAD,Western Water Catchment,6004
1356,CHIN SWEE ROAD,Western Water Catchment,5621
1357,CHOA CHU KANG AVENUE 4,Western Water Catchment,2960
1358,CHOA CHU KANG NORTH 6,Western Water Catchment,3532
1359,CLAYMORE DRIVE,Western Water Catchment,5249
1360,CLEMENCEAU AVENUE,Western Water Catchment,5554
1361,CLEMENTI AVENUE 3,Western Water Catchment,3944
1362,COLEMAN STREET,Western Water Catchment,5165
1363,COLLYER QUAY,Western Water Catchment,4977
1364,COMMONWEALTH AVENUE WEST,Western Water Catchment,4143
1365,COMPASSVALE BOW,Western Water Catchment,6644
1366,CROSS STREET,Western Water Catchment,5243
1367,CUSCADEN ROAD,Western Water Catchment,5296
1368,EAST COAST ROAD,Western Water Catchment,7065
1369,EASTWOOD ROAD,Western Water Catchment,7071
1370,ENG HOON STREET,Western Water Catchment,5073
1371,ENGGOR STREET,Western Water Catchment,5062
1372,EU TONG SEN STREET,Western Water Catchment,5108
1373,FOCH ROAD,Western Water Catchment,5643
1374,GEYLANG ROAD,Western Water Catchment,6168
1375,GOLDHILL PLAZA,Western Water Catchment,6006
1376,GOPENG STREET,Western Water Catchment,4909
1377,GUILLEMARD ROAD,Western Water Catchment,6042
1378,HANDY ROAD,Western Water Catchment,5403
1379,HAVELOCK ROAD,Western Water Catchment,4943
1380,HIGH STREET,Western Water Catchment,5371
1381,HOLLAND AVENUE,Western Water Catchment,4546
1382,HOUGANG AVENUE 10,Western Water Catchment,7580
1383,HOUGANG STREET 51,Western Water Catchment,7711
1384,HOUGANG STREET 91,Western Water Catchment,6691
1385,IRRAWADDY ROAD,Western Water Catchment,5919
1386,JALAN ANAK BUKIT,Western Water Catchment,4583
1387,JALAN BESAR,Western Water Catchment,5669
1388,JALAN JURONG KECHIL,Western Water Catchment,4499
1389,JALAN LEGUNDI,Western Water Catchment,5447
1390,JALAN MASJID,Western Water Catchment,5923
1391,JALAN SULTAN,Western Water Catchment,5634
1392,JELEBU ROAD,Western Water Catchment,3724
1393,JOO CHIAT ROAD,Western Water Catchment,6367
1394,JOO KOON CIRCLE,Western Water Catchment,3963
1395,JURONG EAST STREET 21,Western Water Catchment,4158
1396,JURONG GATEWAY ROAD,Western Water Catchment,3557
1397,JURONG WEST CENTRAL 2,Western Water Catchment,2592
1398,JURONG WEST CENTRAL 3,Western Water Catchment,2835
1399,KALLANG AVENUE,Western Water Catchment,5716
1400,KELANTAN LANE,Western Water Catchment,5838
1401,KEPPEL ROAD,Western Water Catchment,5634
1402,KITCHENER ROAD,Western Water Catchment,5807
1403,KOEK ROAD,Western Water Catchment,5792
1404,LAVENDER STREET,Western Water Catchment,5602
1405,LORONG 22 GEYLANG,Western Water Catchment,5983
1406,LORONG 4 TOA PAYOH,Western Water Catchment,6341
1407,LORONG KILAT,Western Water Catchment,4589
1408,LORONG LIPUT,Western Water Catchment,4744
1409,MACPHERSON ROAD,Western Water Catchment,6615
1410,MAJU AVENUE,Western Water Catchment,7375
1411,MARINA BOULEVARD,Western Water Catchment,5887
1412,MARINA VIEW,Western Water Catchment,5345
1413,MARINE PARADE ROAD,Western Water Catchment,6953
1414,MARITIME SQUARE,Western Water Catchment,5420
1415,MARKET STREET,Western Water Catchment,6586
1416,MARNE ROAD,Western Water Catchment,6265
1417,MERCHANT ROAD,Western Water Catchment,5416
1418,MIDDLE ROAD,Western Water Catchment,5709
1419,MOHAMED SULTAN ROAD,Western Water Catchment,5735
1420,MOUNTBATTEN ROAD,Western Water Catchment,6370
1421,NEW BRIDGE ROAD,Western Water Catchment,5285
1422,NEW UPPER CHANGI ROAD,Western Water Catchment,6668
1423,NORTH BRIDGE ROAD,Western Water Catchment,5651
1424,NORTH BUONA VISTA DRIVE,Western Water Catchment,4256
1425,NORTHPOINT DRIVE,Western Water Catchment,5296
1426,OCEAN WAY,Western Water Catchment,8540
1427,ORCHARD ROAD,Western Water Catchment,5831
1428,ORCHARD TURN,Western Water Catchment,5391
1429,OUTRAM ROAD,Western Water Catchment,4577
1430,PASIR PANJANG ROAD,Western Water Catchment,5035
1431,PASIR RIS CENTRAL,Western Water Catchment,7661
1432,PASIR RIS CLOSE,Western Water Catchment,7314
1433,PAYA LEBAR ROAD,Western Water Catchment,5659
1434,PENANG ROAD,Western Water Catchment,5700
1435,PETIR ROAD,Western Water Catchment,3749
1436,PUNGGOL CENTRAL,Western Water Catchment,7871
1437,QUEENSWAY,Western Water Catchment,5103
1438,RACE COURSE ROAD,Western Water Catchment,6024
1439,RAFFLES AVENUE,Western Water Catchment,5674
1440,RAFFLES BOULEVARD,Western Water Catchment,5622
1441,RAFFLES LINK,Western Water Catchment,5309
1442,RAFFLES PLACE,Western Water Catchment,4753
1443,RAFFLES QUAY,Western Water Catchment,5073
1444,RANGOON ROAD,Western Water Catchment,6366
1445,RIVER VALLEY ROAD,Western Water Catchment,5475
1446,RIVERVALE CRESCENT,Western Water Catchment,7909
1447,ROBERTSON QUAY,Western Water Catchment,5621
1448,ROBINSON ROAD,Western Water Catchment,5151
1449,ROCHOR CANAL ROAD,Western Water Catchment,5486
1450,ROCHOR ROAD,Western Water Catchment,5211
1451,SAM LEONG ROAD,Western Water Catchment,5959
1452,SCOTTS ROAD,Western Water Catchment,5579
1453,SELEGIE ROAD,Western Water Catchment,5942
1454,SEMBAWANG DRIVE,Western Water Catchment,5478
1455,SEMBAWANG ROAD,Western Water Catchment,5551
1456,SENGKANG SQUARE,Western Water Catchment,6839
1457,SENGKANG WEST AVENUE,Western Water Catchment,6992
1458,SERANGOON CENTRAL,Western Water Catchment,5885
1459,SERANGOON ROAD,Western Water Catchment,6488
1460,SHENTON WAY,Western Water Catchment,4932
1461,SIMS AVENUE,Western Water Catchment,5560
1462,SIMS DRIVE,Western Water Catchment,5941
1463,SIN MING ROAD,Western Water Catchment,5842
1464,SINARAN DRIVE,Western Water Catchment,5906
1465,SOMERSET ROAD,Western Water Catchment,5416
1466,SOUTH BRIDGE ROAD,Western Water Catchment,5404
1467,SOUTH BUONA VISTA ROAD,Western Water Catchment,6354
1468,STADIUM WALK,Western Water Catchment,6267
1469,STAMFORD ROAD,Western Water Catchment,5230
1470,TAI SENG STREET,Western Water Catchment,5919
1471,TAI THONG CRESCENT,Western Water Catchment,6293
1472,TAMPINES CENTRAL 1,Western Water Catchment,6867
1473,TAMPINES CENTRAL 5,Western Water Catchment,6578
1474,TAMPINES STREET 32,Western Water Catchment,7408
1475,TAN QUEE LAN STREET,Western Water Catchment,5308
1476,TANGLIN ROAD,Western Water Catchment,4844
1477,TANJONG KATONG ROAD,Western Water Catchment,6174
1478,TELOK AYER STREET,Western Water Catchment,5176
1479,TELOK KURAU ROAD,Western Water Catchment,6569
1480,TEMASEK BOULEVARD,Western Water Catchment,5834
1481,TESSENSOHN ROAD,Western Water Catchment,5845
1482,THOMSON ROAD,Western Water Catchment,6225
1483,TIONG BAHRU ROAD,Western Water Catchment,4946
1484,TRAS STREET,Western Water Catchment,5021
1485,UNITY STREET,Western Water Catchment,5486
1486,UPPER BUKIT TIMAH ROAD,Western Water Catchment,3618
1487,UPPER CIRCULAR ROAD,Western Water Catchment,5490
1488,UPPER CROSS STREET,Western Water Catchment,5110
1489,UPPER SERANGOON ROAD,Western Water Catchment,6670
1490,UPPER THOMSON ROAD,Western Water Catchment,6966
1491,VICTORIA STREET,Western Water Catchment,5018
1492,WEST COAST DRIVE,Western Water Catchment,4646
1493,WEST COAST ROAD,Western Water Catchment,4472
1494,WILKIE ROAD,Western Water Catchment,6394
1495,WOODLANDS AVENUE 1,Western Water Catchment,5018
1496,WOODLANDS ROAD,Western Water Catchment,4274
1497,WOODLANDS SQUARE,Western Water Catchment,4273
1498,YIO CHU KANG ROAD,Western Water Catchment,6482
1499,YISHUN AVENUE 2,Western Water Catchment,5133
1500,YISHUN AVENUE 9,Western Water Catchment,5492
1501,YISHUN CENTRAL 1,Western Water Catchment,5157
1502,YISHUN RING ROAD,Western Water Catchment,5605
1503,ALBERT STREET,Woodlands,3677
1504,ALEXANDRA ROAD,Woodlands,3528
1505,ANG MO KIO AVENUE 3,Woodlands,2746
1506,ANSON ROAD,Woodlands,3811
1507,BALESTIER ROAD,Woodlands,3418
1508,BATTERY ROAD,Woodlands,3417
1509,BAYFRONT AVENUE,Woodlands,3479
1510,BEACH ROAD,Woodlands,3422
1511,BEDOK NORTH STREET 1,Woodlands,4854
1512,BEDOK ROAD,Woodlands,5541
1513,BENCOOLEN STREET,Woodlands,3736
1514,BIDADARI PARK DRIVE,Woodlands,3515
1515,BRAS BASAH ROAD,Woodlands,3523
1516,BROOKE ROAD,Woodlands,4599
1517,BUKIT TIMAH ROAD,Woodlands,5072
1518,CAVAN ROAD,Woodlands,3871
1519,CECIL STREET,Woodlands,3824
1520,CENTRAL BOULEVARD,Woodlands,3692
1521,CHANGI BUSINESS PARK CENTRAL 1,Woodlands,5686
1522,CHANGI ROAD,Woodlands,4227
1523,CHIN SWEE ROAD,Woodlands,4017
1524,CHOA CHU KANG AVENUE 4,Woodlands,2004
1525,CHOA CHU KANG NORTH 6,Woodlands,1399
1526,CLAYMORE DRIVE,Woodlands,3600
1527,CLEMENCEAU AVENUE,Woodlands,3462
1528,CLEMENTI AVENUE 3,Woodlands,2945
1529,COLEMAN STREET,Woodlands,3424
1530,COLLYER QUAY,Woodlands,3461
1531,COMMONWEALTH AVENUE WEST,Woodlands,3086
1532,COMPASSVALE BOW,Woodlands,3803
1533,CROSS STREET,Woodlands,3727
1534,CUSCADEN ROAD,Woodlands,3007
1535,EAST COAST ROAD,Woodlands,4961
1536,EASTWOOD ROAD,Woodlands,5357
1537,ENG HOON STREET,Woodlands,3348
1538,ENGGOR STREET,Woodlands,3953
1539,EU TONG SEN STREET,Woodlands,3679
1540,FOCH ROAD,Woodlands,3825
1541,GEYLANG ROAD,Woodlands,3962
1542,GOLDHILL PLAZA,Woodlands,2905
1543,GOPENG STREET,Woodlands,3800
1544,GUILLEMARD ROAD,Woodlands,4095
1545,HANDY ROAD,Woodlands,3209
1546,HAVELOCK ROAD,Woodlands,3944
1547,HIGH STREET,Woodlands,3593
1548,HOLLAND AVENUE,Woodlands,3566
1549,HOUGANG AVENUE 10,Woodlands,3863
1550,HOUGANG STREET 51,Woodlands,3828
1551,HOUGANG STREET 91,Woodlands,3569
1552,IRRAWADDY ROAD,Woodlands,2818
1553,JALAN ANAK BUKIT,Woodlands,3420
1554,JALAN BESAR,Woodlands,4092
1555,JALAN JURONG KECHIL,Woodlands,3166
1556,JALAN LEGUNDI,Woodlands,2011
1557,JALAN MASJID,Woodlands,4146
1558,JALAN SULTAN,Woodlands,3730
1559,JELEBU ROAD,Woodlands,2338
1560,JOO CHIAT ROAD,Woodlands,4303
1561,JOO KOON CIRCLE,Woodlands,4002
1562,JURONG EAST STREET 21,Woodlands,2606
1563,JURONG GATEWAY ROAD,Woodlands,2326
1564,JURONG WEST CENTRAL 2,Woodlands,2939
1565,JURONG WEST CENTRAL 3,Woodlands,3045
1566,KALLANG AVENUE,Woodlands,4130
1567,KELANTAN LANE,Woodlands,3934
1568,KEPPEL ROAD,Woodlands,4149
1569,KITCHENER ROAD,Woodlands,4305
1570,KOEK ROAD,Woodlands,3249
1571,LAVENDER STREET,Woodlands,3711
1572,LORONG 22 GEYLANG,Woodlands,4248
1573,LORONG 4 TOA PAYOH,Woodlands,2968
1574,LORONG KILAT,Woodlands,3327
1575,LORONG LIPUT,Woodlands,3590
1576,MACPHERSON ROAD,Woodlands,3486
1577,MAJU AVENUE,Woodlands,3489
1578,MARINA BOULEVARD,Woodlands,3806
1579,MARINA VIEW,Woodlands,3608
1580,MARINE PARADE ROAD,Woodlands,4718
1581,MARITIME SQUARE,Woodlands,4330
1582,MARKET STREET,Woodlands,5459
1583,MARNE ROAD,Woodlands,3563
1584,MERCHANT ROAD,Woodlands,3900
1585,MIDDLE ROAD,Woodlands,3885
1586,MOHAMED SULTAN ROAD,Woodlands,4090
1587,MOUNTBATTEN ROAD,Woodlands,4157
1588,NEW BRIDGE ROAD,Woodlands,3763
1589,NEW UPPER CHANGI ROAD,Woodlands,5081
1590,NORTH BRIDGE ROAD,Woodlands,3804
1591,NORTH BUONA VISTA DRIVE,Woodlands,3257
1592,NORTHPOINT DRIVE,Woodlands,1780
1593,OCEAN WAY,Woodlands,7102
1594,ORCHARD ROAD,Woodlands,3426
1595,ORCHARD TURN,Woodlands,3080
1596,OUTRAM ROAD,Woodlands,3231
1597,PASIR PANJANG ROAD,Woodlands,3623
1598,PASIR RIS CENTRAL,Woodlands,5060
1599,PASIR RIS CLOSE,Woodlands,4982
1600,PAYA LEBAR ROAD,Woodlands,3134
1601,PENANG ROAD,Woodlands,3316
1602,PETIR ROAD,Woodlands,2225
1603,PUNGGOL CENTRAL,Woodlands,3696
1604,QUEENSWAY,Woodlands,3511
1605,RACE COURSE ROAD,Woodlands,3812
1606,RAFFLES AVENUE,Woodlands,3643
1607,RAFFLES BOULEVARD,Woodlands,3712
1608,RAFFLES LINK,Woodlands,3568
1609,RAFFLES PLACE,Woodlands,3237
1610,RAFFLES QUAY,Woodlands,3557
1611,RANGOON ROAD,Woodlands,3705
1612,RIVER VALLEY ROAD,Woodlands,3538
1613,RIVERVALE CRESCENT,Woodlands,3734
1614,ROBERTSON QUAY,Woodlands,3884
1615,ROBINSON ROAD,Woodlands,3861
1616,ROCHOR CANAL ROAD,Woodlands,3254
1617,ROCHOR ROAD,Woodlands,3621
1618,SAM LEONG ROAD,Woodlands,3779
1619,SCOTTS ROAD,Woodlands,3130
1620,SELEGIE ROAD,Woodlands,3823
1621,SEMBAWANG DRIVE,Woodlands,2099
1622,SEMBAWANG ROAD,Woodlands,1566
1623,SENGKANG SQUARE,Woodlands,3430
1624,SENGKANG WEST AVENUE,Woodlands,3542
1625,SERANGOON CENTRAL,Woodlands,3281
1626,SERANGOON ROAD,Woodlands,3551
1627,SHENTON WAY,Woodlands,3823
1628,SIMS AVENUE,Woodlands,3937
1629,SIMS DRIVE,Woodlands,4351
1630,SIN MING ROAD,Woodlands,2499
1631,SINARAN DRIVE,Woodlands,2805
1632,SOMERSET ROAD,Woodlands,3034
1633,SOUTH BRIDGE ROAD,Woodlands,3831
1634,SOUTH BUONA VISTA ROAD,Woodlands,4084
1635,STADIUM WALK,Woodlands,3929
1636,STAMFORD ROAD,Woodlands,3489
1637,TAI SENG STREET,Woodlands,3394
1638,TAI THONG CRESCENT,Woodlands,3522
1639,TAMPINES CENTRAL 1,Woodlands,4559
1640,TAMPINES CENTRAL 5,Woodlands,4826
1641,TAMPINES STREET 32,Woodlands,5035
1642,TAN QUEE LAN STREET,Woodlands,3462
1643,TANGLIN ROAD,Woodlands,3668
1644,TANJONG KATONG ROAD,Woodlands,4017
1645,TELOK AYER STREET,Woodlands,4067
1646,TELOK KURAU ROAD,Woodlands,4465
1647,TEMASEK BOULEVARD,Woodlands,3760
1648,TESSENSOHN ROAD,Woodlands,3699
1649,THOMSON ROAD,Woodlands,3014
1650,TIONG BAHRU ROAD,Woodlands,3199
1651,TRAS STREET,Woodlands,3912
1652,UNITY STREET,Woodlands,4033
1653,UPPER BUKIT TIMAH ROAD,Woodlands,2516
1654,UPPER CIRCULAR ROAD,Woodlands,3784
1655,UPPER CROSS STREET,Woodlands,3798
1656,UPPER SERANGOON ROAD,Woodlands,3889
1657,UPPER THOMSON ROAD,Woodlands,2346
1658,VICTORIA STREET,Woodlands,3428
1659,WEST COAST DRIVE,Woodlands,3442
1660,WEST COAST ROAD,Woodlands,3509
1661,WILKIE ROAD,Woodlands,4276
1662,WOODLANDS AVENUE 1,Woodlands,1439
1663,WOODLANDS ROAD,Woodlands,2675
1664,WOODLANDS SQUARE,Woodlands,428
1665,YIO CHU KANG ROAD,Woodlands,3474
1666,YISHUN AVENUE 2,Woodlands,1617
1667,YISHUN AVENUE 9,Woodlands,1944
1668,YISHUN CENTRAL 1,Woodlands,1641
1669,YISHUN RING ROAD,Woodlands,1712
