,Street_name,Planning_area,Time_taken
1173,BALESTIER ROAD,Jurong West,3891
1174,BATTERY ROAD,Jurong West,2673
1175,BAYFRONT AVENUE,Jurong West,3285
1176,BEACH ROAD,Jurong West,3135
1177,BEDOK NORTH STREET 1,Jurong West,4184
1178,BEDOK ROAD,Jurong West,4629
1179,BENCOOLEN STREET,Jurong West,3840
1180,BIDADARI PARK DRIVE,Jurong West,3784
1181,BRAS BASAH ROAD,Jurong West,3412
1182,BROOKE ROAD,Jurong West,4528
1183,BUKIT TIMAH ROAD,Jurong West,4225
1184,CAVAN ROAD,Jurong West,3350
1185,CECIL STREET,Jurong West,2865
1186,CENTRAL BOULEVARD,Jurong West,2956
1187,CHANGI BUSINESS PARK CENTRAL 1,Jurong West,5094
1188,CHANGI ROAD,Jurong West,3744
1189,CHIN SWEE ROAD,Jurong West,3099
1190,CHOA CHU KANG AVENUE 4,Jurong West,2404
1191,CHOA CHU KANG NORTH 6,Jurong West,2086
1192,CLAYMORE DRIVE,Jurong West,3120
1193,CLEMENCEAU AVENUE,Jurong West,3396
1194,CLEMENTI AVENUE 3,Jurong West,1702
1195,COLEMAN STREET,Jurong West,2905
1196,COLLYER QUAY,Jurong West,2717
1197,COMMONWEALTH AVENUE WEST,Jurong West,1838
1198,COMPASSVALE BOW,Jurong West,4126
1199,CROSS STREET,Jurong West,3001
1200,CUSCADEN ROAD,Jurong West,3166
1201,EAST COAST ROAD,Jurong West,4841
1202,EASTWOOD ROAD,Jurong West,4643
1203,ENG HOON STREET,Jurong West,2926
1204,ENGGOR STREET,Jurong West,2802
1205,EU TONG SEN STREET,Jurong West,2866
1206,FOCH ROAD,Jurong West,3569
1207,GEYLANG ROAD,Jurong West,3926
1208,GOLDHILL PLAZA,Jurong West,3723
1209,GOPENG STREET,Jurong West,2649
1210,GUILLEMARD ROAD,Jurong West,3872
1211,HANDY ROAD,Jurong West,3143
1212,HAVELOCK ROAD,Jurong West,2683
1213,HIGH STREET,Jurong West,3105
1214,HOLLAND AVENUE,Jurong West,2254
1215,HOUGANG AVENUE 10,Jurong West,4876
1216,HOUGANG STREET 51,Jurong West,4777
1217,HOUGANG STREET 91,Jurong West,4810
1218,IRRAWADDY ROAD,Jurong West,3659
1219,JALAN ANAK BUKIT,Jurong West,2573
1220,JALAN BESAR,Jurong West,3427
1221,JALAN JURONG KECHIL,Jurong West,2318
1222,JALAN LEGUNDI,Jurong West,3948
1223,JALAN MASJID,Jurong West,3663
1224,JALAN SULTAN,Jurong West,3256
1225,JELEBU ROAD,Jurong West,2887
1226,JOO CHIAT ROAD,Jurong West,4107
1227,JOO KOON CIRCLE,Jurong West,1875
1228,JURONG EAST STREET 21,Jurong West,2071
1229,JURONG GATEWAY ROAD,Jurong West,1297
1230,JURONG WEST CENTRAL 2,Jurong West,490
1231,JURONG WEST CENTRAL 3,Jurong West,383
1232,KALLANG AVENUE,Jurong West,3474
1233,KELANTAN LANE,Jurong West,3596
1234,KEPPEL ROAD,Jurong West,3127
1235,KITCHENER ROAD,Jurong West,3331
1236,KOEK ROAD,Jurong West,3371
1237,LAVENDER STREET,Jurong West,3620
1238,LORONG 22 GEYLANG,Jurong West,3744
1239,LORONG 4 TOA PAYOH,Jurong West,4568
1240,LORONG KILAT,Jurong West,2480
1241,LORONG LIPUT,Jurong West,2685
1242,MACPHERSON ROAD,Jurong West,4163
1243,MAJU AVENUE,Jurong West,4088
1244,MARINA BOULEVARD,Jurong West,3434
1245,MARINA VIEW,Jurong West,2882
1246,MARINE PARADE ROAD,Jurong West,4537
1247,MARITIME SQUARE,Jurong West,3175
1248,MARKET STREET,Jurong West,4344
1249,MARNE ROAD,Jurong West,3583
1250,MERCHANT ROAD,Jurong West,3086
1251,MIDDLE ROAD,Jurong West,3373
1252,MOHAMED SULTAN ROAD,Jurong West,3272
1253,MOUNTBATTEN ROAD,Jurong West,3886
1254,NEW BRIDGE ROAD,Jurong West,2866
1255,NEW UPPER CHANGI ROAD,Jurong West,4545
1256,NORTH BRIDGE ROAD,Jurong West,3409
1257,NORTH BUONA VISTA DRIVE,Jurong West,1996
1258,NORTHPOINT DRIVE,Jurong West,3850
1259,OCEAN WAY,Jurong West,5889
1260,ORCHARD ROAD,Jurong West,3423
1261,ORCHARD TURN,Jurong West,3425
1262,OUTRAM ROAD,Jurong West,2317
1263,PASIR PANJANG ROAD,Jurong West,2648
1264,PASIR RIS CENTRAL,Jurong West,5145
1265,PASIR RIS CLOSE,Jurong West,5059
1266,PAYA LEBAR ROAD,Jurong West,3399
1267,PENANG ROAD,Jurong West,3250
1268,PETIR ROAD,Jurong West,3057
1269,PUNGGOL CENTRAL,Jurong West,5286
1270,QUEENSWAY,Jurong West,2239
1271,RACE COURSE ROAD,Jurong West,3759
1272,RAFFLES AVENUE,Jurong West,3221
1273,RAFFLES BOULEVARD,Jurong West,3998
1274,RAFFLES LINK,Jurong West,3049
1275,RAFFLES PLACE,Jurong West,2493
1276,RAFFLES QUAY,Jurong West,2813
1277,RANGOON ROAD,Jurong West,4033
1278,RIVER VALLEY ROAD,Jurong West,2909
1279,RIVERVALE CRESCENT,Jurong West,5006
1280,ROBERTSON QUAY,Jurong West,3481
1281,ROBINSON ROAD,Jurong West,2893
1282,ROCHOR CANAL ROAD,Jurong West,3187
1283,ROCHOR ROAD,Jurong West,2951
1284,SAM LEONG ROAD,Jurong West,3483
1285,SCOTTS ROAD,Jurong West,3436
1286,SELEGIE ROAD,Jurong West,3311
1287,SEMBAWANG DRIVE,Jurong West,3963
1288,SEMBAWANG ROAD,Jurong West,4052
1289,SENGKANG SQUARE,Jurong West,4321
1290,SENGKANG WEST AVENUE,Jurong West,4993
1291,SERANGOON CENTRAL,Jurong West,3625
1292,SERANGOON ROAD,Jurong West,4088
1293,SHENTON WAY,Jurong West,2672
1294,SIMS AVENUE,Jurong West,3300
1295,SIMS DRIVE,Jurong West,3681
1296,SIN MING ROAD,Jurong West,3602
1297,SINARAN DRIVE,Jurong West,3646
1298,SOMERSET ROAD,Jurong West,3156
1299,SOUTH BRIDGE ROAD,Jurong West,2958
1300,SOUTH BUONA VISTA ROAD,Jurong West,2893
1301,STADIUM WALK,Jurong West,4007
1302,STAMFORD ROAD,Jurong West,2988
1303,TAI SENG STREET,Jurong West,3659
1304,TAI THONG CRESCENT,Jurong West,4252
1305,TAMPINES CENTRAL 1,Jurong West,4607
1306,TAMPINES CENTRAL 5,Jurong West,4318
1307,TAMPINES STREET 32,Jurong West,5232
1308,TAN QUEE LAN STREET,Jurong West,3048
1309,TANGLIN ROAD,Jurong West,2578
1310,TANJONG KATONG ROAD,Jurong West,4034
1311,TELOK AYER STREET,Jurong West,2916
1312,TELOK KURAU ROAD,Jurong West,4354
1313,TEMASEK BOULEVARD,Jurong West,3419
1314,TESSENSOHN ROAD,Jurong West,3719
1315,THOMSON ROAD,Jurong West,3841
1316,TIONG BAHRU ROAD,Jurong West,2770
1317,TRAS STREET,Jurong West,2761
1318,UNITY STREET,Jurong West,3100
1319,UPPER BUKIT TIMAH ROAD,Jurong West,2774
1320,UPPER CIRCULAR ROAD,Jurong West,2945
1321,UPPER CROSS STREET,Jurong West,3186
1322,UPPER SERANGOON ROAD,Jurong West,4178
1323,UPPER THOMSON ROAD,Jurong West,3617
1324,VICTORIA STREET,Jurong West,2758
1325,WEST COAST DRIVE,Jurong West,2141
1326,WEST COAST ROAD,Jurong West,2297
1327,WILKIE ROAD,Jurong West,3763
1328,WOODLANDS AVENUE 1,Jurong West,3572
1329,WOODLANDS ROAD,Jurong West,3400
1330,WOODLANDS SQUARE,Jurong West,2827
1331,YIO CHU KANG ROAD,Jurong West,3893
1332,YISHUN AVENUE 2,Jurong West,3687
1333,YISHUN AVENUE 9,Jurong West,4064
1334,YISHUN CENTRAL 1,Jurong West,3711
1335,YISHUN RING ROAD,Jurong West,4177
1336,ALBERT STREET,Choa Chu Kang,3224
1337,ALEXANDRA ROAD,Choa Chu Kang,2486
1338,ANG MO KIO AVENUE 3,Choa Chu Kang,3220
1339,ANSON ROAD,Choa Chu Kang,2879
1340,BALESTIER ROAD,Choa Chu Kang,3471
1341,BATTERY ROAD,Choa Chu Kang,2892
1342,BAYFRONT AVENUE,Choa Chu Kang,3003
1343,BEACH ROAD,Choa Chu Kang,2946
1344,BEDOK NORTH STREET 1,Choa Chu Kang,4403
1345,BEDOK ROAD,Choa Chu Kang,4830
1346,BENCOOLEN STREET,Choa Chu Kang,3411
1347,BIDADARI PARK DRIVE,Choa Chu Kang,3564
1348,BRAS BASAH ROAD,Choa Chu Kang,3331
1349,BROOKE ROAD,Choa Chu Kang,4381
1350,BUKIT TIMAH ROAD,Choa Chu Kang,3947
1351,CAVAN ROAD,Choa Chu Kang,3551
1352,CECIL STREET,Choa Chu Kang,3066
1353,CENTRAL BOULEVARD,Choa Chu Kang,3160
1354,CHANGI BUSINESS PARK CENTRAL 1,Choa Chu Kang,5034
1355,CHANGI ROAD,Choa Chu Kang,3963
1356,CHIN SWEE ROAD,Choa Chu Kang,3303
1357,CHOA CHU KANG AVENUE 4,Choa Chu Kang,828
1358,CHOA CHU KANG NORTH 6,Choa Chu Kang,1296
1359,CLAYMORE DRIVE,Choa Chu Kang,3375
1360,CLEMENCEAU AVENUE,Choa Chu Kang,3295
1361,CLEMENTI AVENUE 3,Choa Chu Kang,1903
1362,COLEMAN STREET,Choa Chu Kang,3124
1363,COLLYER QUAY,Choa Chu Kang,2936
1364,COMMONWEALTH AVENUE WEST,Choa Chu Kang,2060
1365,COMPASSVALE BOW,Choa Chu Kang,4126
1366,CROSS STREET,Choa Chu Kang,3165
1367,CUSCADEN ROAD,Choa Chu Kang,3280
1368,EAST COAST ROAD,Choa Chu Kang,5193
1369,EASTWOOD ROAD,Choa Chu Kang,4847
1370,ENG HOON STREET,Choa Chu Kang,3018
1371,ENGGOR STREET,Choa Chu Kang,3021
1372,EU TONG SEN STREET,Choa Chu Kang,2913
1373,FOCH ROAD,Choa Chu Kang,3456
1374,GEYLANG ROAD,Choa Chu Kang,4076
1375,GOLDHILL PLAZA,Choa Chu Kang,3196
1376,GOPENG STREET,Choa Chu Kang,2868
1377,GUILLEMARD ROAD,Choa Chu Kang,4001
1378,HANDY ROAD,Choa Chu Kang,3470
1379,HAVELOCK ROAD,Choa Chu Kang,2902
1380,HIGH STREET,Choa Chu Kang,3327
1381,HOLLAND AVENUE,Choa Chu Kang,2312
1382,HOUGANG AVENUE 10,Choa Chu Kang,4497
1383,HOUGANG STREET 51,Choa Chu Kang,4644
1384,HOUGANG STREET 91,Choa Chu Kang,4234
1385,IRRAWADDY ROAD,Choa Chu Kang,3109
1386,JALAN ANAK BUKIT,Choa Chu Kang,2004
1387,JALAN BESAR,Choa Chu Kang,3674
1388,JALAN JURONG KECHIL,Choa Chu Kang,1920
1389,JALAN LEGUNDI,Choa Chu Kang,2537
1390,JALAN MASJID,Choa Chu Kang,3882
1391,JALAN SULTAN,Choa Chu Kang,3528
1392,JELEBU ROAD,Choa Chu Kang,1086
1393,JOO CHIAT ROAD,Choa Chu Kang,4175
1394,JOO KOON CIRCLE,Choa Chu Kang,2899
1395,JURONG EAST STREET 21,Choa Chu Kang,1564
1396,JURONG GATEWAY ROAD,Choa Chu Kang,1284
1397,JURONG WEST CENTRAL 2,Choa Chu Kang,1897
1398,JURONG WEST CENTRAL 3,Choa Chu Kang,2003
1399,KALLANG AVENUE,Choa Chu Kang,3827
1400,KELANTAN LANE,Choa Chu Kang,3335
1401,KEPPEL ROAD,Choa Chu Kang,3663
1402,KITCHENER ROAD,Choa Chu Kang,3974
1403,KOEK ROAD,Choa Chu Kang,3499
1404,LAVENDER STREET,Choa Chu Kang,3342
1405,LORONG 22 GEYLANG,Choa Chu Kang,3945
1406,LORONG 4 TOA PAYOH,Choa Chu Kang,3644
1407,LORONG KILAT,Choa Chu Kang,2010
1408,LORONG LIPUT,Choa Chu Kang,2731
1409,MACPHERSON ROAD,Choa Chu Kang,4003
1410,MAJU AVENUE,Choa Chu Kang,4345
1411,MARINA BOULEVARD,Choa Chu Kang,3579
1412,MARINA VIEW,Choa Chu Kang,3198
1413,MARINE PARADE ROAD,Choa Chu Kang,4597
1414,MARITIME SQUARE,Choa Chu Kang,3379
1415,MARKET STREET,Choa Chu Kang,4526
1416,MARNE ROAD,Choa Chu Kang,3267
1417,MERCHANT ROAD,Choa Chu Kang,3290
1418,MIDDLE ROAD,Choa Chu Kang,3252
1419,MOHAMED SULTAN ROAD,Choa Chu Kang,3476
1420,MOUNTBATTEN ROAD,Choa Chu Kang,3998
1421,NEW BRIDGE ROAD,Choa Chu Kang,3071
1422,NEW UPPER CHANGI ROAD,Choa Chu Kang,4613
1423,NORTH BRIDGE ROAD,Choa Chu Kang,3338
1424,NORTH BUONA VISTA DRIVE,Choa Chu Kang,2215
1425,NORTHPOINT DRIVE,Choa Chu Kang,2408
1426,OCEAN WAY,Choa Chu Kang,6389
1427,ORCHARD ROAD,Choa Chu Kang,3315
1428,ORCHARD TURN,Choa Chu Kang,3126
1429,OUTRAM ROAD,Choa Chu Kang,2536
1430,PASIR PANJANG ROAD,Choa Chu Kang,3312
1431,PASIR RIS CENTRAL,Choa Chu Kang,5349
1432,PASIR RIS CLOSE,Choa Chu Kang,5331
1433,PAYA LEBAR ROAD,Choa Chu Kang,3640
1434,PENANG ROAD,Choa Chu Kang,3297
1435,PETIR ROAD,Choa Chu Kang,1087
1436,PUNGGOL CENTRAL,Choa Chu Kang,4758
1437,QUEENSWAY,Choa Chu Kang,2658
1438,RACE COURSE ROAD,Choa Chu Kang,3582
1439,RAFFLES AVENUE,Choa Chu Kang,3366
1440,RAFFLES BOULEVARD,Choa Chu Kang,3236
1441,RAFFLES LINK,Choa Chu Kang,3268
1442,RAFFLES PLACE,Choa Chu Kang,2712
1443,RAFFLES QUAY,Choa Chu Kang,3032
1444,RANGOON ROAD,Choa Chu Kang,3618
1445,RIVER VALLEY ROAD,Choa Chu Kang,3009
1446,RIVERVALE CRESCENT,Choa Chu Kang,4768
1447,ROBERTSON QUAY,Choa Chu Kang,3470
1448,ROBINSON ROAD,Choa Chu Kang,3097
1449,ROCHOR CANAL ROAD,Choa Chu Kang,3037
1450,ROCHOR ROAD,Choa Chu Kang,3113
1451,SAM LEONG ROAD,Choa Chu Kang,3681
1452,SCOTTS ROAD,Choa Chu Kang,3010
1453,SELEGIE ROAD,Choa Chu Kang,3349
1454,SEMBAWANG DRIVE,Choa Chu Kang,2514
1455,SEMBAWANG ROAD,Choa Chu Kang,2630
1456,SENGKANG SQUARE,Choa Chu Kang,4321
1457,SENGKANG WEST AVENUE,Choa Chu Kang,4476
1458,SERANGOON CENTRAL,Choa Chu Kang,3866
1459,SERANGOON ROAD,Choa Chu Kang,4068
1460,SHENTON WAY,Choa Chu Kang,2891
1461,SIMS AVENUE,Choa Chu Kang,3519
1462,SIMS DRIVE,Choa Chu Kang,3900
1463,SIN MING ROAD,Choa Chu Kang,3780
1464,SINARAN DRIVE,Choa Chu Kang,3096
1465,SOMERSET ROAD,Choa Chu Kang,3080
1466,SOUTH BRIDGE ROAD,Choa Chu Kang,3509
1467,SOUTH BUONA VISTA ROAD,Choa Chu Kang,4421
1468,STADIUM WALK,Choa Chu Kang,3623
1469,STAMFORD ROAD,Choa Chu Kang,3189
1470,TAI SENG STREET,Choa Chu Kang,3900
1471,TAI THONG CRESCENT,Choa Chu Kang,3963
1472,TAMPINES CENTRAL 1,Choa Chu Kang,4826
1473,TAMPINES CENTRAL 5,Choa Chu Kang,4537
1474,TAMPINES STREET 32,Choa Chu Kang,5599
1475,TAN QUEE LAN STREET,Choa Chu Kang,2986
1476,TANGLIN ROAD,Choa Chu Kang,2672
1477,TANJONG KATONG ROAD,Choa Chu Kang,4235
1478,TELOK AYER STREET,Choa Chu Kang,3135
1479,TELOK KURAU ROAD,Choa Chu Kang,4575
1480,TEMASEK BOULEVARD,Choa Chu Kang,3265
1481,TESSENSOHN ROAD,Choa Chu Kang,3403
1482,THOMSON ROAD,Choa Chu Kang,3372
1483,TIONG BAHRU ROAD,Choa Chu Kang,2891
1484,TRAS STREET,Choa Chu Kang,2980
1485,UNITY STREET,Choa Chu Kang,3335
1486,UPPER BUKIT TIMAH ROAD,Choa Chu Kang,1025
1487,UPPER CIRCULAR ROAD,Choa Chu Kang,3149
1488,UPPER CROSS STREET,Choa Chu Kang,3116
1489,UPPER SERANGOON ROAD,Choa Chu Kang,4282
1490,UPPER THOMSON ROAD,Choa Chu Kang,3800
1491,VICTORIA STREET,Choa Chu Kang,2920
1492,WEST COAST DRIVE,Choa Chu Kang,2538
1493,WEST COAST ROAD,Choa Chu Kang,2545
1494,WILKIE ROAD,Choa Chu Kang,3850
1495,WOODLANDS AVENUE 1,Choa Chu Kang,1858
1496,WOODLANDS ROAD,Choa Chu Kang,1318
1497,WOODLANDS SQUARE,Choa Chu Kang,1385
1498,YIO CHU KANG ROAD,Choa Chu Kang,3933
1499,YISHUN AVENUE 2,Choa Chu Kang,2245
1500,YISHUN AVENUE 9,Choa Chu Kang,2519
1501,YISHUN CENTRAL 1,Choa Chu Kang,2269
1502,YISHUN RING ROAD,Choa Chu Kang,2717
1503,ALBERT STREET,Kallang,2314
1504,ALEXANDRA ROAD,Kallang,1730
1505,ANG MO KIO AVENUE 3,Kallang,3099
1506,ANSON ROAD,Kallang,1345
1507,BALESTIER ROAD,Kallang,1103
1508,BATTERY ROAD,Kallang,1113
1509,BAYFRONT AVENUE,Kallang,1333
1510,BEACH ROAD,Kallang,1114
1511,BEDOK NORTH STREET 1,Kallang,1952
1512,BEDOK ROAD,Kallang,2176
1513,BENCOOLEN STREET,Kallang,2248
1514,BIDADARI PARK DRIVE,Kallang,1513
1515,BRAS BASAH ROAD,Kallang,1113
1516,BROOKE ROAD,Kallang,1706
1517,BUKIT TIMAH ROAD,Kallang,4263
1518,CAVAN ROAD,Kallang,815
1519,CECIL STREET,Kallang,1382
1520,CENTRAL BOULEVARD,Kallang,1535
1521,CHANGI BUSINESS PARK CENTRAL 1,Kallang,2797
1522,CHANGI ROAD,Kallang,1497
1523,CHIN SWEE ROAD,Kallang,1499
1524,CHOA CHU KANG AVENUE 4,Kallang,3909
1525,CHOA CHU KANG NORTH 6,Kallang,3591
1526,CLAYMORE DRIVE,Kallang,2084
1527,CLEMENCEAU AVENUE,Kallang,1507
1528,CLEMENTI AVENUE 3,Kallang,2530
1529,COLEMAN STREET,Kallang,1119
1530,COLLYER QUAY,Kallang,1157
1531,COMMONWEALTH AVENUE WEST,Kallang,2332
1532,COMPASSVALE BOW,Kallang,2075
1533,CROSS STREET,Kallang,1092
1534,CUSCADEN ROAD,Kallang,1953
1535,EAST COAST ROAD,Kallang,2335
1536,EASTWOOD ROAD,Kallang,2305
1537,ENG HOON STREET,Kallang,1676
1538,ENGGOR STREET,Kallang,1487
1539,EU TONG SEN STREET,Kallang,1346
1540,FOCH ROAD,Kallang,911
1541,GEYLANG ROAD,Kallang,1290
1542,GOLDHILL PLAZA,Kallang,1504
1543,GOPENG STREET,Kallang,1334
1544,GUILLEMARD ROAD,Kallang,900
1545,HANDY ROAD,Kallang,1148
1546,HAVELOCK ROAD,Kallang,1890
1547,HIGH STREET,Kallang,1237
1548,HOLLAND AVENUE,Kallang,2302
1549,HOUGANG AVENUE 10,Kallang,2495
1550,HOUGANG STREET 51,Kallang,2473
1551,HOUGANG STREET 91,Kallang,2725
1552,IRRAWADDY ROAD,Kallang,1724
1553,JALAN ANAK BUKIT,Kallang,2573
1554,JALAN BESAR,Kallang,1113
1555,JALAN JURONG KECHIL,Kallang,2489
1556,JALAN LEGUNDI,Kallang,3886
1557,JALAN MASJID,Kallang,1416
1558,JALAN SULTAN,Kallang,1120
1559,JELEBU ROAD,Kallang,3173
1560,JOO CHIAT ROAD,Kallang,1624
1561,JOO KOON CIRCLE,Kallang,4143
1562,JURONG EAST STREET 21,Kallang,3043
1563,JURONG GATEWAY ROAD,Kallang,2763
1564,JURONG WEST CENTRAL 2,Kallang,3183
1565,JURONG WEST CENTRAL 3,Kallang,3289
1566,KALLANG AVENUE,Kallang,241
1567,KELANTAN LANE,Kallang,1364
1568,KEPPEL ROAD,Kallang,1836
1569,KITCHENER ROAD,Kallang,1427
1570,KOEK ROAD,Kallang,1510
1571,LAVENDER STREET,Kallang,820
1572,LORONG 22 GEYLANG,Kallang,1075
1573,LORONG 4 TOA PAYOH,Kallang,1917
1574,LORONG KILAT,Kallang,2579
1575,LORONG LIPUT,Kallang,2534
1576,MACPHERSON ROAD,Kallang,1595
1577,MAJU AVENUE,Kallang,2519
1578,MARINA BOULEVARD,Kallang,1911
1579,MARINA VIEW,Kallang,1313
1580,MARINE PARADE ROAD,Kallang,2236
1581,MARITIME SQUARE,Kallang,2188
1582,MARKET STREET,Kallang,2094
1583,MARNE ROAD,Kallang,1337
1584,MERCHANT ROAD,Kallang,1589
1585,MIDDLE ROAD,Kallang,2097
1586,MOHAMED SULTAN ROAD,Kallang,1536
1587,MOUNTBATTEN ROAD,Kallang,1064
1588,NEW BRIDGE ROAD,Kallang,1205
1589,NEW UPPER CHANGI ROAD,Kallang,2280
1590,NORTH BRIDGE ROAD,Kallang,1138
1591,NORTH BUONA VISTA DRIVE,Kallang,2233
1592,NORTHPOINT DRIVE,Kallang,3387
1593,OCEAN WAY,Kallang,4876
1594,ORCHARD ROAD,Kallang,1696
1595,ORCHARD TURN,Kallang,1550
1596,OUTRAM ROAD,Kallang,1220
1597,PASIR PANJANG ROAD,Kallang,2980
1598,PASIR RIS CENTRAL,Kallang,2871
1599,PASIR RIS CLOSE,Kallang,2952
1600,PAYA LEBAR ROAD,Kallang,1415
1601,PENANG ROAD,Kallang,1418
1602,PETIR ROAD,Kallang,3327
1603,PUNGGOL CENTRAL,Kallang,3180
1604,QUEENSWAY,Kallang,2248
1605,RACE COURSE ROAD,Kallang,1442
1606,RAFFLES AVENUE,Kallang,1706
1607,RAFFLES BOULEVARD,Kallang,1477
1608,RAFFLES LINK,Kallang,1263
1609,RAFFLES PLACE,Kallang,933
1610,RAFFLES QUAY,Kallang,1253
1611,RANGOON ROAD,Kallang,1890
1612,RIVER VALLEY ROAD,Kallang,2158
1613,RIVERVALE CRESCENT,Kallang,2595
1614,ROBERTSON QUAY,Kallang,1822
1615,ROBINSON ROAD,Kallang,1462
1616,ROCHOR CANAL ROAD,Kallang,1084
1617,ROCHOR ROAD,Kallang,1751
1618,SAM LEONG ROAD,Kallang,1487
1619,SCOTTS ROAD,Kallang,1865
1620,SELEGIE ROAD,Kallang,2260
1621,SEMBAWANG DRIVE,Kallang,3954
1622,SEMBAWANG ROAD,Kallang,3426
1623,SENGKANG SQUARE,Kallang,2270
1624,SENGKANG WEST AVENUE,Kallang,2582
1625,SERANGOON CENTRAL,Kallang,2175
1626,SERANGOON ROAD,Kallang,1365
1627,SHENTON WAY,Kallang,1357
1628,SIMS AVENUE,Kallang,886
1629,SIMS DRIVE,Kallang,1881
1630,SIN MING ROAD,Kallang,2751
1631,SINARAN DRIVE,Kallang,1785
1632,SOMERSET ROAD,Kallang,1295
1633,SOUTH BRIDGE ROAD,Kallang,1298
1634,SOUTH BUONA VISTA ROAD,Kallang,3071
1635,STADIUM WALK,Kallang,2330
1636,STAMFORD ROAD,Kallang,1151
1637,TAI SENG STREET,Kallang,1675
1638,TAI THONG CRESCENT,Kallang,1684
1639,TAMPINES CENTRAL 1,Kallang,2201
1640,TAMPINES CENTRAL 5,Kallang,2086
1641,TAMPINES STREET 32,Kallang,2513
1642,TAN QUEE LAN STREET,Kallang,1887
1643,TANGLIN ROAD,Kallang,2026
1644,TANJONG KATONG ROAD,Kallang,1452
1645,TELOK AYER STREET,Kallang,1478
1646,TELOK KURAU ROAD,Kallang,2156
1647,TEMASEK BOULEVARD,Kallang,1272
1648,TESSENSOHN ROAD,Kallang,1590
1649,THOMSON ROAD,Kallang,1622
1650,TIONG BAHRU ROAD,Kallang,1549
1651,TRAS STREET,Kallang,1446
1652,UNITY STREET,Kallang,1311
1653,UPPER BUKIT TIMAH ROAD,Kallang,3082
1654,UPPER CIRCULAR ROAD,Kallang,1252
1655,UPPER CROSS STREET,Kallang,1312
1656,UPPER SERANGOON ROAD,Kallang,2299
1657,UPPER THOMSON ROAD,Kallang,2542
1658,VICTORIA STREET,Kallang,1617
1659,WEST COAST DRIVE,Kallang,2987
1660,WEST COAST ROAD,Kallang,3303
1661,WILKIE ROAD,Kallang,2921
1662,WOODLANDS AVENUE 1,Kallang,4370
1663,WOODLANDS ROAD,Kallang,3647
1664,WOODLANDS SQUARE,Kallang,3741
1665,YIO CHU KANG ROAD,Kallang,2097
1666,YISHUN AVENUE 2,Kallang,2914
1667,YISHUN AVENUE 9,Kallang,3583
1668,YISHUN CENTRAL 1,Kallang,3248
1669,YISHUN RING ROAD,Kallang,3696
1670,ALBERT STREET,Mandai,3396
1671,ALEXANDRA ROAD,Mandai,3586
1672,ANG MO KIO AVENUE 3,Mandai,2406
1673,ANSON ROAD,Mandai,3588
1674,BALESTIER ROAD,Mandai,3371
1675,BATTERY ROAD,Mandai,3374
1676,BAYFRONT AVENUE,Mandai,3185
1677,BEACH ROAD,Mandai,3128
1678,BEDOK NORTH STREET 1,Mandai,4511
1679,BEDOK ROAD,Mandai,5312
1680,BENCOOLEN STREET,Mandai,3517
1681,BIDADARI PARK DRIVE,Mandai,3366
1682,BRAS BASAH ROAD,Mandai,3868
1683,BROOKE ROAD,Mandai,4370
1684,BUKIT TIMAH ROAD,Mandai,5425
1685,CAVAN ROAD,Mandai,3674
1686,CECIL STREET,Mandai,3492
1687,CENTRAL BOULEVARD,Mandai,3268
1688,CHANGI BUSINESS PARK CENTRAL 1,Mandai,5899
1689,CHANGI ROAD,Mandai,4071
1690,CHIN SWEE ROAD,Mandai,3799
1691,CHOA CHU KANG AVENUE 4,Mandai,2483
1692,CHOA CHU KANG NORTH 6,Mandai,1878
1693,CLAYMORE DRIVE,Mandai,3157
1694,CLEMENCEAU AVENUE,Mandai,3590
1695,CLEMENTI AVENUE 3,Mandai,3424
1696,COLEMAN STREET,Mandai,3524
1697,COLLYER QUAY,Mandai,3418
1698,COMMONWEALTH AVENUE WEST,Mandai,3623
1699,COMPASSVALE BOW,Mandai,3708
1700,CROSS STREET,Mandai,3347
1701,CUSCADEN ROAD,Mandai,2852
1702,EAST COAST ROAD,Mandai,4973
1703,EASTWOOD ROAD,Mandai,5575
1704,ENG HOON STREET,Mandai,3193
1705,ENGGOR STREET,Mandai,3418
1706,EU TONG SEN STREET,Mandai,3367
1707,FOCH ROAD,Mandai,3628
1708,GEYLANG ROAD,Mandai,3806
1709,GOLDHILL PLAZA,Mandai,3123
1710,GOPENG STREET,Mandai,3350
1711,GUILLEMARD ROAD,Mandai,4483
1712,HANDY ROAD,Mandai,3218
1713,HAVELOCK ROAD,Mandai,3530
1714,HIGH STREET,Mandai,3617
1715,HOLLAND AVENUE,Mandai,3033
1716,HOUGANG AVENUE 10,Mandai,3894
1717,HOUGANG STREET 51,Mandai,4100
1718,HOUGANG STREET 91,Mandai,3600
1719,IRRAWADDY ROAD,Mandai,3241
1720,JALAN ANAK BUKIT,Mandai,3735
1721,JALAN BESAR,Mandai,3823
1722,JALAN JURONG KECHIL,Mandai,3564
1723,JALAN LEGUNDI,Mandai,2418
1724,JALAN MASJID,Mandai,3990
1725,JALAN SULTAN,Mandai,3695
1726,JELEBU ROAD,Mandai,2896
1727,JOO CHIAT ROAD,Mandai,4115
1728,JOO KOON CIRCLE,Mandai,4481
1729,JURONG EAST STREET 21,Mandai,3085
1730,JURONG GATEWAY ROAD,Mandai,2805
1731,JURONG WEST CENTRAL 2,Mandai,3418
