,Street_name,Planning_area,Time_taken
559,JOO KOON CIRCLE,Geylang,4645
560,JURONG EAST STREET 21,Geylang,3442
561,JURONG GATEWAY ROAD,Geylang,3218
562,JURONG WEST CENTRAL 2,Geylang,3638
563,JURONG WEST CENTRAL 3,Geylang,3744
564,KALLANG AVENUE,Geylang,1482
565,KELANTAN LANE,Geylang,1478
566,KEPPEL ROAD,Geylang,2351
567,KITCHENER ROAD,Geylang,1608
568,KOEK ROAD,Geylang,2030
569,LAVENDER STREET,Geylang,1533
570,LORONG 22 GEYLANG,Geylang,1544
571,LORONG 4 TOA PAYOH,Geylang,2050
572,LORONG KILAT,Geylang,3153
573,LORONG LIPUT,Geylang,2508
574,MACPHERSON ROAD,Geylang,1284
575,MAJU AVENUE,Geylang,1976
576,MARINA BOULEVARD,Geylang,1915
577,MARINA VIEW,Geylang,1712
578,MARINE PARADE ROAD,Geylang,1668
579,MARITIME SQUARE,Geylang,2753
580,MARKET STREET,Geylang,1715
581,MARNE ROAD,Geylang,1860
582,MERCHANT ROAD,Geylang,2067
583,MIDDLE ROAD,Geylang,1735
584,MOHAMED SULTAN ROAD,Geylang,2014
585,MOUNTBATTEN ROAD,Geylang,2505
586,NEW BRIDGE ROAD,Geylang,1683
587,NEW UPPER CHANGI ROAD,Geylang,1809
588,NORTH BRIDGE ROAD,Geylang,1372
589,NORTH BUONA VISTA DRIVE,Geylang,2495
590,NORTHPOINT DRIVE,Geylang,2969
591,OCEAN WAY,Geylang,5384
592,ORCHARD ROAD,Geylang,2666
593,ORCHARD TURN,Geylang,2178
594,OUTRAM ROAD,Geylang,1675
595,PASIR PANJANG ROAD,Geylang,3123
596,PASIR RIS CENTRAL,Geylang,2586
597,PASIR RIS CLOSE,Geylang,2509
598,PAYA LEBAR ROAD,Geylang,652
599,PENANG ROAD,Geylang,1851
600,PETIR ROAD,Geylang,4086
601,PUNGGOL CENTRAL,Geylang,3264
602,QUEENSWAY,Geylang,2795
603,RACE COURSE ROAD,Geylang,2010
604,RAFFLES AVENUE,Geylang,1872
605,RAFFLES BOULEVARD,Geylang,1632
606,RAFFLES LINK,Geylang,1467
607,RAFFLES PLACE,Geylang,1388
608,RAFFLES QUAY,Geylang,1884
609,RANGOON ROAD,Geylang,1992
610,RIVER VALLEY ROAD,Geylang,2684
611,RIVERVALE CRESCENT,Geylang,2679
612,ROBERTSON QUAY,Geylang,2300
613,ROBINSON ROAD,Geylang,2049
614,ROCHOR CANAL ROAD,Geylang,1638
615,ROCHOR ROAD,Geylang,1403
616,SAM LEONG ROAD,Geylang,1760
617,SCOTTS ROAD,Geylang,2508
618,SELEGIE ROAD,Geylang,1851
619,SEMBAWANG DRIVE,Geylang,3762
620,SEMBAWANG ROAD,Geylang,3129
621,SENGKANG SQUARE,Geylang,2115
622,SENGKANG WEST AVENUE,Geylang,2541
623,SERANGOON CENTRAL,Geylang,1445
624,SERANGOON ROAD,Geylang,1501
625,SHENTON WAY,Geylang,1812
626,SIMS AVENUE,Geylang,1145
627,SIMS DRIVE,Geylang,1452
628,SIN MING ROAD,Geylang,2270
629,SINARAN DRIVE,Geylang,2287
630,SOMERSET ROAD,Geylang,1815
631,SOUTH BRIDGE ROAD,Geylang,1776
632,SOUTH BUONA VISTA ROAD,Geylang,3254
633,STADIUM WALK,Geylang,1154
634,STAMFORD ROAD,Geylang,1639
635,TAI SENG STREET,Geylang,822
636,TAI THONG CRESCENT,Geylang,1373
637,TAMPINES CENTRAL 1,Geylang,2019
638,TAMPINES CENTRAL 5,Geylang,1709
639,TAMPINES STREET 32,Geylang,2351
640,TAN QUEE LAN STREET,Geylang,1687
641,TANGLIN ROAD,Geylang,2538
642,TANJONG KATONG ROAD,Geylang,1465
643,TELOK AYER STREET,Geylang,2065
644,TELOK KURAU ROAD,Geylang,1097
645,TEMASEK BOULEVARD,Geylang,1696
646,TESSENSOHN ROAD,Geylang,1996
647,THOMSON ROAD,Geylang,2433
648,TIONG BAHRU ROAD,Geylang,2018
649,TRAS STREET,Geylang,1901
650,UNITY STREET,Geylang,1789
651,UPPER BUKIT TIMAH ROAD,Geylang,3555
652,UPPER CIRCULAR ROAD,Geylang,2097
653,UPPER CROSS STREET,Geylang,1862
654,UPPER SERANGOON ROAD,Geylang,2007
655,UPPER THOMSON ROAD,Geylang,2263
656,VICTORIA STREET,Geylang,1210
657,WEST COAST DRIVE,Geylang,3442
658,WEST COAST ROAD,Geylang,3525
659,WILKIE ROAD,Geylang,2423
660,WOODLANDS AVENUE 1,Geylang,4068
661,WOODLANDS ROAD,Geylang,4211
662,WOODLANDS SQUARE,Geylang,3323
663,YIO CHU KANG ROAD,Geylang,1527
664,YISHUN AVENUE 2,Geylang,2496
665,YISHUN AVENUE 9,Geylang,3165
666,YISHUN CENTRAL 1,Geylang,2830
667,YISHUN RING ROAD,Geylang,3432
668,ALBERT STREET,Straits View,2386
669,ALEXANDRA ROAD,Straits View,2228
670,ANG MO KIO AVENUE 3,Straits View,3251
671,ANSON ROAD,Straits View,1526
672,BALESTIER ROAD,Straits View,2751
673,BATTERY ROAD,Straits View,1497
674,BAYFRONT AVENUE,Straits View,2675
675,BEACH ROAD,Straits View,2145
676,BEDOK NORTH STREET 1,Straits View,3212
677,BEDOK ROAD,Straits View,3534
678,BENCOOLEN STREET,Straits View,2200
679,BIDADARI PARK DRIVE,Straits View,2731
680,BRAS BASAH ROAD,Straits View,1935
681,BROOKE ROAD,Straits View,3295
682,BUKIT TIMAH ROAD,Straits View,4735
683,CAVAN ROAD,Straits View,2424
684,CECIL STREET,Straits View,1521
685,CENTRAL BOULEVARD,Straits View,1033
686,CHANGI BUSINESS PARK CENTRAL 1,Straits View,4057
687,CHANGI ROAD,Straits View,2772
688,CHIN SWEE ROAD,Straits View,2244
689,CHOA CHU KANG AVENUE 4,Straits View,4265
690,CHOA CHU KANG NORTH 6,Straits View,4041
691,CLAYMORE DRIVE,Straits View,2530
692,CLEMENCEAU AVENUE,Straits View,1985
693,CLEMENTI AVENUE 3,Straits View,3102
694,COLEMAN STREET,Straits View,1728
695,COLLYER QUAY,Straits View,1541
696,COMMONWEALTH AVENUE WEST,Straits View,2911
697,COMPASSVALE BOW,Straits View,3293
698,CROSS STREET,Straits View,1807
699,CUSCADEN ROAD,Straits View,2322
700,EAST COAST ROAD,Straits View,3624
701,EASTWOOD ROAD,Straits View,3589
702,ENG HOON STREET,Straits View,2058
703,ENGGOR STREET,Straits View,1570
704,EU TONG SEN STREET,Straits View,2215
705,FOCH ROAD,Straits View,2525
706,GEYLANG ROAD,Straits View,2885
707,GOLDHILL PLAZA,Straits View,2335
708,GOPENG STREET,Straits View,1680
709,GUILLEMARD ROAD,Straits View,2634
710,HANDY ROAD,Straits View,1732
711,HAVELOCK ROAD,Straits View,2388
712,HIGH STREET,Straits View,1934
713,HOLLAND AVENUE,Straits View,2967
714,HOUGANG AVENUE 10,Straits View,3623
715,HOUGANG STREET 51,Straits View,3691
716,HOUGANG STREET 91,Straits View,3919
717,IRRAWADDY ROAD,Straits View,2248
718,JALAN ANAK BUKIT,Straits View,3045
719,JALAN BESAR,Straits View,2254
720,JALAN JURONG KECHIL,Straits View,2961
721,JALAN LEGUNDI,Straits View,4381
722,JALAN MASJID,Straits View,2691
723,JALAN SULTAN,Straits View,2344
724,JELEBU ROAD,Straits View,3645
725,JOO CHIAT ROAD,Straits View,3135
726,JOO KOON CIRCLE,Straits View,4818
727,JURONG EAST STREET 21,Straits View,3615
728,JURONG GATEWAY ROAD,Straits View,3335
729,JURONG WEST CENTRAL 2,Straits View,3755
730,JURONG WEST CENTRAL 3,Straits View,3861
731,KALLANG AVENUE,Straits View,2484
732,KELANTAN LANE,Straits View,1903
733,KEPPEL ROAD,Straits View,1570
734,KITCHENER ROAD,Straits View,2162
735,KOEK ROAD,Straits View,1960
736,LAVENDER STREET,Straits View,2484
737,LORONG 22 GEYLANG,Straits View,2680
738,LORONG 4 TOA PAYOH,Straits View,2749
739,LORONG KILAT,Straits View,3051
740,LORONG LIPUT,Straits View,3162
741,MACPHERSON ROAD,Straits View,3157
742,MAJU AVENUE,Straits View,3508
743,MARINA BOULEVARD,Straits View,3203
744,MARINA VIEW,Straits View,1079
745,MARINE PARADE ROAD,Straits View,3510
746,MARITIME SQUARE,Straits View,2276
747,MARKET STREET,Straits View,3354
748,MARNE ROAD,Straits View,2399
749,MERCHANT ROAD,Straits View,2411
750,MIDDLE ROAD,Straits View,2306
751,MOHAMED SULTAN ROAD,Straits View,2401
752,MOUNTBATTEN ROAD,Straits View,2903
753,NEW BRIDGE ROAD,Straits View,1468
754,NEW UPPER CHANGI ROAD,Straits View,3466
755,NORTH BRIDGE ROAD,Straits View,2419
756,NORTH BUONA VISTA DRIVE,Straits View,2805
757,NORTHPOINT DRIVE,Straits View,3837
758,OCEAN WAY,Straits View,4947
759,ORCHARD ROAD,Straits View,2146
760,ORCHARD TURN,Straits View,2009
761,OUTRAM ROAD,Straits View,1792
762,PASIR PANJANG ROAD,Straits View,3167
763,PASIR RIS CENTRAL,Straits View,4160
764,PASIR RIS CLOSE,Straits View,4250
765,PAYA LEBAR ROAD,Straits View,2675
766,PENANG ROAD,Straits View,1839
767,PETIR ROAD,Straits View,4324
768,PUNGGOL CENTRAL,Straits View,4033
769,QUEENSWAY,Straits View,2797
770,RACE COURSE ROAD,Straits View,2578
771,RAFFLES AVENUE,Straits View,3123
772,RAFFLES BOULEVARD,Straits View,2096
773,RAFFLES LINK,Straits View,1872
774,RAFFLES PLACE,Straits View,1317
775,RAFFLES QUAY,Straits View,1272
776,RANGOON ROAD,Straits View,2595
777,RIVER VALLEY ROAD,Straits View,2425
778,RIVERVALE CRESCENT,Straits View,3813
779,ROBERTSON QUAY,Straits View,2642
780,ROBINSON ROAD,Straits View,1455
781,ROCHOR CANAL ROAD,Straits View,1917
782,ROCHOR ROAD,Straits View,1979
783,SAM LEONG ROAD,Straits View,2129
784,SCOTTS ROAD,Straits View,2315
785,SELEGIE ROAD,Straits View,2244
786,SEMBAWANG DRIVE,Straits View,4480
787,SEMBAWANG ROAD,Straits View,3915
788,SENGKANG SQUARE,Straits View,3488
789,SENGKANG WEST AVENUE,Straits View,3800
790,SERANGOON CENTRAL,Straits View,3249
791,SERANGOON ROAD,Straits View,3033
792,SHENTON WAY,Straits View,1399
793,SIMS AVENUE,Straits View,2328
794,SIMS DRIVE,Straits View,2772
795,SIN MING ROAD,Straits View,3669
796,SINARAN DRIVE,Straits View,2235
797,SOMERSET ROAD,Straits View,1745
798,SOUTH BRIDGE ROAD,Straits View,2072
799,SOUTH BUONA VISTA ROAD,Straits View,3839
800,STADIUM WALK,Straits View,2388
801,STAMFORD ROAD,Straits View,1793
802,TAI SENG STREET,Straits View,2935
803,TAI THONG CRESCENT,Straits View,2787
804,TAMPINES CENTRAL 1,Straits View,3635
805,TAMPINES CENTRAL 5,Straits View,3346
806,TAMPINES STREET 32,Straits View,4162
807,TAN QUEE LAN STREET,Straits View,2076
808,TANGLIN ROAD,Straits View,2538
809,TANJONG KATONG ROAD,Straits View,2905
810,TELOK AYER STREET,Straits View,1726
811,TELOK KURAU ROAD,Straits View,3128
812,TEMASEK BOULEVARD,Straits View,2091
813,TESSENSOHN ROAD,Straits View,2656
814,THOMSON ROAD,Straits View,2408
815,TIONG BAHRU ROAD,Straits View,1931
816,TRAS STREET,Straits View,1667
817,UNITY STREET,Straits View,2359
818,UPPER BUKIT TIMAH ROAD,Straits View,3640
819,UPPER CIRCULAR ROAD,Straits View,2011
820,UPPER CROSS STREET,Straits View,1575
821,UPPER SERANGOON ROAD,Straits View,3194
822,UPPER THOMSON ROAD,Straits View,3542
823,VICTORIA STREET,Straits View,1786
824,WEST COAST DRIVE,Straits View,3485
825,WEST COAST ROAD,Straits View,3642
826,WILKIE ROAD,Straits View,2648
827,WOODLANDS AVENUE 1,Straits View,4642
828,WOODLANDS ROAD,Straits View,4217
829,WOODLANDS SQUARE,Straits View,4191
830,YIO CHU KANG ROAD,Straits View,3823
831,YISHUN AVENUE 2,Straits View,3364
832,YISHUN AVENUE 9,Straits View,3960
833,YISHUN CENTRAL 1,Straits View,3698
834,YISHUN RING ROAD,Straits View,4146
835,ALBERT STREET,Jurong East,3893
836,ALEXANDRA ROAD,Jurong East,2563
837,ANG MO KIO AVENUE 3,Jurong East,4914
838,ANSON ROAD,Jurong East,2911
839,BALESTIER ROAD,Jurong East,4022
840,BATTERY ROAD,Jurong East,2969
841,BAYFRONT AVENUE,Jurong East,3687
842,BEACH ROAD,Jurong East,3413
843,BEDOK NORTH STREET 1,Jurong East,4480
844,BEDOK ROAD,Jurong East,4907
845,BENCOOLEN STREET,Jurong East,3713
846,BIDADARI PARK DRIVE,Jurong East,4188
847,BRAS BASAH ROAD,Jurong East,3377
848,BROOKE ROAD,Jurong East,4729
849,BUKIT TIMAH ROAD,Jurong East,4436
850,CAVAN ROAD,Jurong East,3612
851,CECIL STREET,Jurong East,3143
852,CENTRAL BOULEVARD,Jurong East,3650
853,CHANGI BUSINESS PARK CENTRAL 1,Jurong East,5111
854,CHANGI ROAD,Jurong East,4040
855,CHIN SWEE ROAD,Jurong East,3502
856,CHOA CHU KANG AVENUE 4,Jurong East,2570
857,CHOA CHU KANG NORTH 6,Jurong East,2252
858,CLAYMORE DRIVE,Jurong East,3651
859,CLEMENCEAU AVENUE,Jurong East,3480
860,CLEMENTI AVENUE 3,Jurong East,1721
861,COLEMAN STREET,Jurong East,3201
862,COLLYER QUAY,Jurong East,3013
863,COMMONWEALTH AVENUE WEST,Jurong East,1897
864,COMPASSVALE BOW,Jurong East,4750
865,CROSS STREET,Jurong East,3279
866,CUSCADEN ROAD,Jurong East,3698
867,EAST COAST ROAD,Jurong East,4961
868,EASTWOOD ROAD,Jurong East,4907
869,ENG HOON STREET,Jurong East,3130
870,ENGGOR STREET,Jurong East,3098
871,EU TONG SEN STREET,Jurong East,3144
872,FOCH ROAD,Jurong East,3713
873,GEYLANG ROAD,Jurong East,4204
874,GOLDHILL PLAZA,Jurong East,4042
875,GOPENG STREET,Jurong East,2945
876,GUILLEMARD ROAD,Jurong East,3988
877,HANDY ROAD,Jurong East,3439
878,HAVELOCK ROAD,Jurong East,2979
879,HIGH STREET,Jurong East,3315
880,HOLLAND AVENUE,Jurong East,2359
881,HOUGANG AVENUE 10,Jurong East,5635
882,HOUGANG STREET 51,Jurong East,5631
883,HOUGANG STREET 91,Jurong East,5742
884,IRRAWADDY ROAD,Jurong East,3955
885,JALAN ANAK BUKIT,Jurong East,2784
886,JALAN BESAR,Jurong East,3705
887,JALAN JURONG KECHIL,Jurong East,2920
888,JALAN LEGUNDI,Jurong East,4142
889,JALAN MASJID,Jurong East,3959
890,JALAN SULTAN,Jurong East,3670
891,JELEBU ROAD,Jurong East,3005
892,JOO CHIAT ROAD,Jurong East,4403
893,JOO KOON CIRCLE,Jurong East,3094
894,JURONG EAST STREET 21,Jurong East,1121
895,JURONG GATEWAY ROAD,Jurong East,1092
896,JURONG WEST CENTRAL 2,Jurong East,2002
897,JURONG WEST CENTRAL 3,Jurong East,2287
898,KALLANG AVENUE,Jurong East,3752
899,KELANTAN LANE,Jurong East,3874
900,KEPPEL ROAD,Jurong East,3482
901,KITCHENER ROAD,Jurong East,4051
902,KOEK ROAD,Jurong East,3667
903,LAVENDER STREET,Jurong East,3672
904,LORONG 22 GEYLANG,Jurong East,4022
905,LORONG 4 TOA PAYOH,Jurong East,4456
906,LORONG KILAT,Jurong East,2691
907,LORONG LIPUT,Jurong East,2625
908,MACPHERSON ROAD,Jurong East,4622
909,MAJU AVENUE,Jurong East,5145
910,MARINA BOULEVARD,Jurong East,3729
911,MARINA VIEW,Jurong East,3381
912,MARINE PARADE ROAD,Jurong East,5059
913,MARITIME SQUARE,Jurong East,3111
914,MARKET STREET,Jurong East,4622
915,MARNE ROAD,Jurong East,4027
916,MERCHANT ROAD,Jurong East,3660
917,MIDDLE ROAD,Jurong East,3745
918,MOHAMED SULTAN ROAD,Jurong East,3661
919,MOUNTBATTEN ROAD,Jurong East,4408
920,NEW BRIDGE ROAD,Jurong East,3001
921,NEW UPPER CHANGI ROAD,Jurong East,4726
922,NORTH BRIDGE ROAD,Jurong East,3664
923,NORTH BUONA VISTA DRIVE,Jurong East,2292
924,NORTHPOINT DRIVE,Jurong East,4016
925,OCEAN WAY,Jurong East,6107
926,ORCHARD ROAD,Jurong East,3853
927,ORCHARD TURN,Jurong East,3497
928,OUTRAM ROAD,Jurong East,2613
929,PASIR PANJANG ROAD,Jurong East,2305
930,PASIR RIS CENTRAL,Jurong East,5509
931,PASIR RIS CLOSE,Jurong East,5341
932,PAYA LEBAR ROAD,Jurong East,3695
933,PENANG ROAD,Jurong East,3626
934,PETIR ROAD,Jurong East,3030
935,PUNGGOL CENTRAL,Jurong East,6051
936,QUEENSWAY,Jurong East,2821
937,RACE COURSE ROAD,Jurong East,3890
938,RAFFLES AVENUE,Jurong East,3516
939,RAFFLES BOULEVARD,Jurong East,3658
940,RAFFLES LINK,Jurong East,3345
941,RAFFLES PLACE,Jurong East,2789
942,RAFFLES QUAY,Jurong East,3109
943,RANGOON ROAD,Jurong East,3998
944,RIVER VALLEY ROAD,Jurong East,3300
945,RIVERVALE CRESCENT,Jurong East,6089
946,ROBERTSON QUAY,Jurong East,3547
947,ROBINSON ROAD,Jurong East,3115
948,ROCHOR CANAL ROAD,Jurong East,3522
949,ROCHOR ROAD,Jurong East,3247
950,SAM LEONG ROAD,Jurong East,4203
951,SCOTTS ROAD,Jurong East,4018
952,SELEGIE ROAD,Jurong East,3703
953,SEMBAWANG DRIVE,Jurong East,4198
954,SEMBAWANG ROAD,Jurong East,4222
955,SENGKANG SQUARE,Jurong East,4945
956,SENGKANG WEST AVENUE,Jurong East,6076
957,SERANGOON CENTRAL,Jurong East,3921
958,SERANGOON ROAD,Jurong East,4400
959,SHENTON WAY,Jurong East,2968
960,SIMS AVENUE,Jurong East,3596
961,SIMS DRIVE,Jurong East,3977
962,SIN MING ROAD,Jurong East,4510
963,SINARAN DRIVE,Jurong East,3942
964,SOMERSET ROAD,Jurong East,3452
965,SOUTH BRIDGE ROAD,Jurong East,3512
966,SOUTH BUONA VISTA ROAD,Jurong East,2520
967,STADIUM WALK,Jurong East,4303
968,STAMFORD ROAD,Jurong East,3266
969,TAI SENG STREET,Jurong East,3955
970,TAI THONG CRESCENT,Jurong East,4244
971,TAMPINES CENTRAL 1,Jurong East,4903
972,TAMPINES CENTRAL 5,Jurong East,4614
973,TAMPINES STREET 32,Jurong East,5627
974,TAN QUEE LAN STREET,Jurong East,3344
975,TANGLIN ROAD,Jurong East,2916
976,TANJONG KATONG ROAD,Jurong East,4146
977,TELOK AYER STREET,Jurong East,3212
978,TELOK KURAU ROAD,Jurong East,4499
979,TEMASEK BOULEVARD,Jurong East,3630
980,TESSENSOHN ROAD,Jurong East,4163
981,THOMSON ROAD,Jurong East,4221
982,TIONG BAHRU ROAD,Jurong East,3003
983,TRAS STREET,Jurong East,3057
984,UNITY STREET,Jurong East,3412
985,UPPER BUKIT TIMAH ROAD,Jurong East,2968
986,UPPER CIRCULAR ROAD,Jurong East,3206
987,UPPER CROSS STREET,Jurong East,3619
988,UPPER SERANGOON ROAD,Jurong East,4776
989,UPPER THOMSON ROAD,Jurong East,4483
990,VICTORIA STREET,Jurong East,3054
991,WEST COAST DRIVE,Jurong East,1218
992,WEST COAST ROAD,Jurong East,1196
993,WILKIE ROAD,Jurong East,4155
994,WOODLANDS AVENUE 1,Jurong East,3738
995,WOODLANDS ROAD,Jurong East,3261
996,WOODLANDS SQUARE,Jurong East,2993
997,YIO CHU KANG ROAD,Jurong East,4898
998,YISHUN AVENUE 2,Jurong East,3853
999,YISHUN AVENUE 9,Jurong East,4177
1000,YISHUN CENTRAL 1,Jurong East,3877
1001,YISHUN RING ROAD,Jurong East,4297
1002,ALBERT STREET,Hougang,2029
1003,ALEXANDRA ROAD,Hougang,2714
1004,ANG MO KIO AVENUE 3,Hougang,1234
1005,ANSON ROAD,Hougang,2348
1006,BALESTIER ROAD,Hougang,2128
1007,BATTERY ROAD,Hougang,2122
1008,BAYFRONT AVENUE,Hougang,1995
1009,BEACH ROAD,Hougang,2357
1010,BEDOK NORTH STREET 1,Hougang,2386
1011,BEDOK ROAD,Hougang,2998
1012,BENCOOLEN STREET,Hougang,1959
1013,BIDADARI PARK DRIVE,Hougang,1009
1014,BRAS BASAH ROAD,Hougang,1799
1015,BROOKE ROAD,Hougang,2663
1016,BUKIT TIMAH ROAD,Hougang,4595
1017,CAVAN ROAD,Hougang,1859
1018,CECIL STREET,Hougang,2585
1019,CENTRAL BOULEVARD,Hougang,2397
1020,CHANGI BUSINESS PARK CENTRAL 1,Hougang,3481
1021,CHANGI ROAD,Hougang,2061
1022,CHIN SWEE ROAD,Hougang,2029
1023,CHOA CHU KANG AVENUE 4,Hougang,4609
1024,CHOA CHU KANG NORTH 6,Hougang,4004
1025,CLAYMORE DRIVE,Hougang,2614
1026,CLEMENCEAU AVENUE,Hougang,1798
1027,CLEMENTI AVENUE 3,Hougang,3327
1028,COLEMAN STREET,Hougang,1989
1029,COLLYER QUAY,Hougang,2166
1030,COMMONWEALTH AVENUE WEST,Hougang,3196
1031,COMPASSVALE BOW,Hougang,991
1032,CROSS STREET,Hougang,2168
1033,CUSCADEN ROAD,Hougang,2406
1034,EAST COAST ROAD,Hougang,2948
1035,EASTWOOD ROAD,Hougang,3474
1036,ENG HOON STREET,Hougang,2300
1037,ENGGOR STREET,Hougang,2392
1038,EU TONG SEN STREET,Hougang,1713
1039,FOCH ROAD,Hougang,1751
1040,GEYLANG ROAD,Hougang,2171
1041,GOLDHILL PLAZA,Hougang,2046
1042,GOPENG STREET,Hougang,2561
1043,GUILLEMARD ROAD,Hougang,2135
1044,HANDY ROAD,Hougang,1741
1045,HAVELOCK ROAD,Hougang,2818
1046,HIGH STREET,Hougang,2027
1047,HOLLAND AVENUE,Hougang,2455
1048,HOUGANG AVENUE 10,Hougang,700
1049,HOUGANG STREET 51,Hougang,1020
1050,HOUGANG STREET 91,Hougang,1361
1051,IRRAWADDY ROAD,Hougang,2486
1052,JALAN ANAK BUKIT,Hougang,2905
1053,JALAN BESAR,Hougang,1791
1054,JALAN JURONG KECHIL,Hougang,2821
1055,JALAN LEGUNDI,Hougang,3539
1056,JALAN MASJID,Hougang,2090
1057,JALAN SULTAN,Hougang,2089
1058,JELEBU ROAD,Hougang,3505
1059,JOO CHIAT ROAD,Hougang,2328
1060,JOO KOON CIRCLE,Hougang,5043
1061,JURONG EAST STREET 21,Hougang,3840
1062,JURONG GATEWAY ROAD,Hougang,3560
1063,JURONG WEST CENTRAL 2,Hougang,3980
1064,JURONG WEST CENTRAL 3,Hougang,4086
1065,KALLANG AVENUE,Hougang,1984
1066,KELANTAN LANE,Hougang,1933
1067,KEPPEL ROAD,Hougang,2845
1068,KITCHENER ROAD,Hougang,1643
1069,KOEK ROAD,Hougang,1941
1070,LAVENDER STREET,Hougang,1828
1071,LORONG 22 GEYLANG,Hougang,2106
1072,LORONG 4 TOA PAYOH,Hougang,1804
1073,LORONG KILAT,Hougang,2911
1074,LORONG LIPUT,Hougang,2479
1075,MACPHERSON ROAD,Hougang,1569
1076,MAJU AVENUE,Hougang,1226
1077,MARINA BOULEVARD,Hougang,2917
1078,MARINA VIEW,Hougang,2389
1079,MARINE PARADE ROAD,Hougang,2310
1080,MARITIME SQUARE,Hougang,2364
1081,MARKET STREET,Hougang,2371
1082,MARNE ROAD,Hougang,1650
1083,MERCHANT ROAD,Hougang,1909
1084,MIDDLE ROAD,Hougang,2151
1085,MOHAMED SULTAN ROAD,Hougang,2484
1086,MOUNTBATTEN ROAD,Hougang,2351
1087,NEW BRIDGE ROAD,Hougang,1797
1088,NEW UPPER CHANGI ROAD,Hougang,2750
1089,NORTH BRIDGE ROAD,Hougang,2527
1090,NORTH BUONA VISTA DRIVE,Hougang,2466
1091,NORTHPOINT DRIVE,Hougang,3501
1092,OCEAN WAY,Hougang,5059
1093,ORCHARD ROAD,Hougang,2681
1094,ORCHARD TURN,Hougang,2227
1095,OUTRAM ROAD,Hougang,2029
1096,PASIR PANJANG ROAD,Hougang,3127
1097,PASIR RIS CENTRAL,Hougang,2776
1098,PASIR RIS CLOSE,Hougang,2956
1099,PAYA LEBAR ROAD,Hougang,1343
1100,PENANG ROAD,Hougang,1652
1101,PETIR ROAD,Hougang,4422
1102,PUNGGOL CENTRAL,Hougang,1719
1103,QUEENSWAY,Hougang,2919
1104,RACE COURSE ROAD,Hougang,1705
1105,RAFFLES AVENUE,Hougang,2888
1106,RAFFLES BOULEVARD,Hougang,2341
1107,RAFFLES LINK,Hougang,2005
1108,RAFFLES PLACE,Hougang,1942
1109,RAFFLES QUAY,Hougang,2327
1110,RANGOON ROAD,Hougang,1523
1111,RIVER VALLEY ROAD,Hougang,2655
1112,RIVERVALE CRESCENT,Hougang,1511
1113,ROBERTSON QUAY,Hougang,2646
1114,ROBINSON ROAD,Hougang,2570
1115,ROCHOR CANAL ROAD,Hougang,2182
1116,ROCHOR ROAD,Hougang,2132
1117,SAM LEONG ROAD,Hougang,1670
1118,SCOTTS ROAD,Hougang,2266
1119,SELEGIE ROAD,Hougang,2089
1120,SEMBAWANG DRIVE,Hougang,3794
1121,SEMBAWANG ROAD,Hougang,3234
1122,SENGKANG SQUARE,Hougang,1186
1123,SENGKANG WEST AVENUE,Hougang,1498
1124,SERANGOON CENTRAL,Hougang,1030
1125,SERANGOON ROAD,Hougang,1461
1126,SHENTON WAY,Hougang,2509
1127,SIMS AVENUE,Hougang,1970
1128,SIMS DRIVE,Hougang,2215
1129,SIN MING ROAD,Hougang,2597
1130,SINARAN DRIVE,Hougang,2356
1131,SOMERSET ROAD,Hougang,1970
1132,SOUTH BRIDGE ROAD,Hougang,2038
1133,SOUTH BUONA VISTA ROAD,Hougang,3372
1134,STADIUM WALK,Hougang,2138
1135,STAMFORD ROAD,Hougang,2016
1136,TAI SENG STREET,Hougang,1342
1137,TAI THONG CRESCENT,Hougang,1266
1138,TAMPINES CENTRAL 1,Hougang,2660
1139,TAMPINES CENTRAL 5,Hougang,2603
1140,TAMPINES STREET 32,Hougang,3030
1141,TAN QUEE LAN STREET,Hougang,1978
1142,TANGLIN ROAD,Hougang,2973
1143,TANJONG KATONG ROAD,Hougang,2207
1144,TELOK AYER STREET,Hougang,2622
1145,TELOK KURAU ROAD,Hougang,2301
1146,TEMASEK BOULEVARD,Hougang,2136
1147,TESSENSOHN ROAD,Hougang,1556
1148,THOMSON ROAD,Hougang,2164
1149,TIONG BAHRU ROAD,Hougang,2173
1150,TRAS STREET,Hougang,2489
1151,UNITY STREET,Hougang,2368
1152,UPPER BUKIT TIMAH ROAD,Hougang,3500
1153,UPPER CIRCULAR ROAD,Hougang,1800
1154,UPPER CROSS STREET,Hougang,1842
1155,UPPER SERANGOON ROAD,Hougang,384
1156,UPPER THOMSON ROAD,Hougang,2453
1157,VICTORIA STREET,Hougang,1995
1158,WEST COAST DRIVE,Hougang,3777
1159,WEST COAST ROAD,Hougang,3868
1160,WILKIE ROAD,Hougang,2541
1161,WOODLANDS AVENUE 1,Hougang,4178
1162,WOODLANDS ROAD,Hougang,5122
1163,WOODLANDS SQUARE,Hougang,3362
1164,YIO CHU KANG ROAD,Hougang,960
1165,YISHUN AVENUE 2,Hougang,2535
1166,YISHUN AVENUE 9,Hougang,3129
1167,YISHUN CENTRAL 1,Hougang,2869
1168,YISHUN RING ROAD,Hougang,3537
1169,ALBERT STREET,Jurong West,3501
1170,ALEXANDRA ROAD,Jurong West,2267
1171,ANG MO KIO AVENUE 3,Jurong West,4117
1172,ANSON ROAD,Jurong West,2660
